# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_exon_loss_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_gained+synonymous_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_frameshift_variant+synonymous_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_missense_variant+inframe_deletion	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_00539	SAOUHSC_00539	YP_499111.1		0	0	1	85	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	62	23	0	5000	1	0	663	0	0	0	0	0	0	62	0	5000
SAOUHSC_00540	SAOUHSC_00540	YP_499112.1		0	0	0	87	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	18	0	5000	0	0	0	0	0	0	0	0	0	69	0	5000
SAOUHSC_00541	SAOUHSC_00541	YP_499113.1		0	0	0	98	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	83	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00542	SAOUHSC_00542	YP_499114.1		0	1	1	105	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	15	90	0	5000	2	0	870	0	0	0	0	0	0	15	0	5000
SAOUHSC_00543	SAOUHSC_00543	YP_499115.1		0	0	0	116	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	100	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_00544	SAOUHSC_00544	YP_499117.1		0	54	24	58	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	54	14	44	0	5000	78	0	2988	0	0	0	0	0	0	14	0	5000
SAOUHSC_00545	SAOUHSC_00545	YP_499118.1		0	21	15	122	1	34	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	21	88	34	0	5000	36	0	4050	0	0	0	0	0	0	88	0	5000
SAOUHSC_00547	SAOUHSC_00547	YP_499119.1		0	8	6	85	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	55	30	0	5000	14	0	1473	0	0	0	0	0	0	55	0	5000
SAOUHSC_00548	SAOUHSC_00548	YP_499120.1		0	7	2	73	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	28	45	0	5000	9	0	1491	0	0	0	0	0	0	28	0	5000
SAOUHSC_00549	SAOUHSC_00549	YP_499121.1		0	2	0	76	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	37	0	5000	2	0	879	0	0	0	0	0	0	39	0	5000
SAOUHSC_00550	SAOUHSC_00550	YP_499122.1		0	2	1	72	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	37	35	0	5000	3	0	666	0	0	0	0	0	0	37	0	5000
SAOUHSC_00551	SAOUHSC_00551	YP_499123.1		0	2	1	68	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	34	34	0	5000	3	0	363	0	0	0	0	0	0	34	0	5000
SAOUHSC_00552	SAOUHSC_00552	YP_499124.1		0	5	0	62	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	27	0	5000	5	0	759	0	0	0	0	0	0	35	0	5000
SAOUHSC_00553	SAOUHSC_00553	YP_499125.1		0	3	1	53	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	30	23	0	5000	4	0	633	0	0	0	0	0	0	30	0	5000
SAOUHSC_00554	SAOUHSC_00554	YP_499126.2		0	2	1	47	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	27	20	0	5000	3	0	549	0	0	0	0	0	0	27	0	5000
SAOUHSC_00555	SAOUHSC_00555	YP_499127.1		0	10	4	35	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	29	6	0	5000	14	0	648	0	0	0	0	0	0	29	0	5000
SAOUHSC_00556	SAOUHSC_00556	YP_499128.1		0	0	1	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	1	0	5000	1	0	1401	0	0	0	0	0	0	41	0	5000
SAOUHSC_00557	SAOUHSC_00557	YP_499129.1		0	0	0	36	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	0	5000	0	0	0	0	0	0	0	0	0	29	0	5000
SAOUHSC_00558	SAOUHSC_00558	YP_499130.1		0	0	0	28	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	8	0	5000	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00559	SAOUHSC_00559	YP_499131.1		0	0	0	19	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	5000	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_00560	SAOUHSC_00560	YP_499132.1		0	0	1	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	0	5000	1	0	270	0	0	0	0	0	0	2	0	5000
SAOUHSC_00561	SAOUHSC_00561	YP_499133.1		0	0	0	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	5000	0	0	0	0	0	0	0	0	0	22	0	5000
SAOUHSC_00562	SAOUHSC_00562	YP_499134.1		0	4	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	1	0	5000	4	0	831	0	0	0	0	0	0	24	0	5000
SAOUHSC_00564	SAOUHSC_00564	YP_499135.1		0	0	0	31	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	0	5000	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00565	SAOUHSC_00565	YP_499136.1		0	0	1	31	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	26	0	5000	1	0	381	0	0	0	0	0	0	5	0	5000
SAOUHSC_00567	SAOUHSC_00567	YP_499137.1		0	1	0	33	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	27	0	5000	1	0	369	0	0	0	0	0	0	6	0	5000
SAOUHSC_00569	SAOUHSC_00569	YP_499138.1		0	2	1	33	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	7	26	0	5000	3	0	1485	0	0	0	0	0	0	7	0	5000
SAOUHSC_00571	SAOUHSC_00571	YP_499139.1		0	9	0	26	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	14	0	5000	9	0	453	0	0	0	0	0	0	12	0	5000
SAOUHSC_00572	SAOUHSC_00572	YP_499140.1		0	5	0	30	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	23	0	5000	5	0	651	0	0	0	0	0	0	7	0	5000
SAOUHSC_00573	SAOUHSC_00573	YP_499141.1		0	1	2	28	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	24	0	5000	3	0	753	0	0	0	0	0	0	4	0	5000
SAOUHSC_00575	SAOUHSC_00575	YP_499143.1		0	0	0	42	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	14	0	5000	0	0	0	0	0	0	0	0	0	28	0	5000
SAOUHSC_00577	SAOUHSC_00577	YP_499144.1		0	0	0	71	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	55	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_00578	SAOUHSC_00578	YP_499145.1		0	0	0	67	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	60	0	5000	0	0	0	0	0	0	0	0	0	7	0	5000
SAOUHSC_00579	SAOUHSC_00579	YP_499146.1		0	2	1	67	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6	61	0	5000	3	0	1077	0	0	0	0	0	0	6	0	5000
SAOUHSC_00580	SAOUHSC_00580	YP_499147.1		0	0	0	80	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	74	0	5000	0	0	0	0	0	0	0	0	0	6	0	5000
SAOUHSC_00581	SAOUHSC_00581	YP_499148.1		0	14	8	57	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	14	53	4	0	5000	22	0	1323	0	0	0	0	0	0	53	0	5000
SAOUHSC_00582	SAOUHSC_00582	YP_499149.1		0	6	5	68	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	42	26	0	5000	11	0	417	0	0	0	0	0	0	42	0	5000
SAOUHSC_00583	SAOUHSC_00583	YP_499150.1		0	0	5	75	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	38	37	0	5000	5	0	102	0	0	0	0	0	0	38	0	5000
SAOUHSC_00584	SAOUHSC_00584	YP_499151.1		0	2	3	79	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	55	24	0	5000	5	0	1410	0	0	0	0	0	0	55	0	5000
SAOUHSC_00585	SAOUHSC_00585	YP_499152.1		0	1	1	82	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	61	21	0	5000	2	0	558	0	0	0	0	0	0	61	0	5000
SAOUHSC_00586	SAOUHSC_00586	YP_499153.1		1	6	7	66	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	60	6	0	5000	14	0	642	0	0	0	0	0	0	60	0	5000
SAOUHSC_00587	SAOUHSC_00587	YP_499154.1		0	0	1	78	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	73	5	0	5000	1	0	546	0	0	0	0	0	0	73	0	5000
SAOUHSC_00588	SAOUHSC_00588	YP_499155.1		0	0	0	66	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	5	0	5000	0	0	0	0	0	0	0	0	0	61	0	5000
SAOUHSC_00589	SAOUHSC_00589	YP_499156.1		0	0	0	47	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	5	0	5000	0	0	0	0	0	0	0	0	0	42	0	5000
SAOUHSC_00591	SAOUHSC_00591	YP_499157.1		1	1	1	43	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	41	2	0	5000	3	0	594	0	0	0	0	0	0	41	0	5000
SAOUHSC_00592	SAOUHSC_00592	YP_499158.1		0	0	0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	5000	0	0	0	0	0	0	0	0	0	25	0	5000
SAOUHSC_00596	SAOUHSC_00596	YP_499161.1		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_00598	SAOUHSC_00598	YP_499162.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5000
SAOUHSC_00599	SAOUHSC_00599	YP_499163.1		0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00600	SAOUHSC_00600	YP_499164.1		0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5000	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00602	SAOUHSC_00602	YP_499165.1		0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	5000	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00603	SAOUHSC_00603	YP_499166.1		0	0	0	18	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00604	SAOUHSC_00604	YP_499167.1		0	0	0	19	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	5000	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00605	SAOUHSC_00605	YP_499168.1		0	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000	0	0	0	0	0	0	0	0	0	0	0	0
SAOUHSC_00606	SAOUHSC_00606	YP_499169.1		0	2	0	33	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	33	0	5000	2	0	1296	0	0	0	0	0	0	0	0	0
SAOUHSC_00607	SAOUHSC_00607	YP_499170.1		0	1	0	35	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	33	0	5000	1	0	522	0	0	0	0	0	0	2	0	5000
SAOUHSC_00609	SAOUHSC_00609	YP_499172.1		0	0	0	55	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	39	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_00610	SAOUHSC_00610	YP_499173.1		0	0	1	62	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	46	0	5000	1	0	384	0	0	0	0	0	0	16	0	5000
SAOUHSC_00612	SAOUHSC_00612	YP_499175.1		0	1	1	68	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	31	37	0	5000	2	0	636	0	0	0	0	0	0	31	0	5000
SAOUHSC_00613	SAOUHSC_00613	YP_499176.1		0	5	2	62	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	38	24	0	5000	7	0	828	0	0	0	0	0	0	38	0	5000
SAOUHSC_00614	SAOUHSC_00614	YP_499177.1		0	11	1	58	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	41	17	0	5000	12	0	951	0	0	0	0	0	0	41	0	5000
SAOUHSC_00615	SAOUHSC_00615	YP_499178.1		0	0	0	65	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	18	0	5000	0	0	0	0	0	0	0	0	0	47	0	5000
SAOUHSC_00616	SAOUHSC_00616	YP_499179.1		0	4	3	60	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	44	16	0	5000	7	0	801	0	0	0	0	0	0	44	0	5000
SAOUHSC_00617	SAOUHSC_00617	YP_499180.1		0	1	0	58	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	18	0	5000	1	0	507	0	0	0	0	0	0	40	0	5000
SAOUHSC_00618	SAOUHSC_00618	YP_499181.1		0	2	0	56	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	37	19	0	5000	2	0	717	0	0	0	0	0	0	37	0	5000
SAOUHSC_00619	SAOUHSC_00619	YP_499182.1		0	0	1	57	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	27	0	5000	1	0	789	0	0	0	0	0	0	30	0	5000
SAOUHSC_00620	SAOUHSC_00620	YP_499183.1		0	0	0	48	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	25	0	5000	0	0	0	0	0	0	0	0	0	23	0	5000
SAOUHSC_00621	SAOUHSC_00621	YP_499184.1		0	4	1	33	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	15	18	0	5000	5	0	894	0	0	0	0	0	0	15	0	5000
SAOUHSC_00622	SAOUHSC_00622	YP_499185.2		0	0	0	31	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	5000	0	0	0	0	0	0	0	0	0	13	0	5000
SAOUHSC_00624	SAOUHSC_00624	YP_499186.1		0	0	1	29	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	9	0	5000	1	0	561	0	0	0	0	0	0	20	0	5000
SAOUHSC_00625	SAOUHSC_00625	YP_499187.1		0	8	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	20	0	0	0	9	0	2403	0	0	0	0	0	0	20	0	5000
SAOUHSC_00626	SAOUHSC_00626	YP_499188.1		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_00627	SAOUHSC_00627	YP_499189.1		0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00628	SAOUHSC_00628	YP_499190.1		0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	5000	0	0	0	0	0	0	0	0	0	16	0	5000
SAOUHSC_00629	SAOUHSC_00629	YP_499191.1		0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	5000	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_00632	SAOUHSC_00632	YP_499193.1		0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	5000	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_00633	SAOUHSC_00633	YP_499194.1		0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	5000	1	0	2004	0	0	0	0	0	0	0	0	0
SAOUHSC_00634	SAOUHSC_00634	YP_499195.1		0	0	1	7	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0	5000	1	0	939	0	0	0	0	0	0	4	0	5000
SAOUHSC_00636	SAOUHSC_00636	YP_499196.1		0	0	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	5000	0	0	0	0	0	0	0	0	0	6	0	5000
SAOUHSC_00637	SAOUHSC_00637	YP_499197.1		0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	5000	0	0	0	0	0	0	0	0	0	7	0	5000
SAOUHSC_00638	SAOUHSC_00638	YP_499198.1		0	0	0	21	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	5000	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_00639	SAOUHSC_00639	YP_499199.1		0	0	1	26	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	4	0	5000	1	0	753	0	0	0	0	0	0	22	0	5000
SAOUHSC_00640	SAOUHSC_00640	YP_499200.1		0	1	0	26	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	23	0	5000	1	0	765	0	0	0	0	0	0	3	0	5000
SAOUHSC_00641	SAOUHSC_00641	YP_499201.1		0	1	0	31	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	4	0	5000	1	0	795	0	0	0	0	0	0	27	0	5000
SAOUHSC_00642	SAOUHSC_00642	YP_499202.1		0	2	0	33	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	28	0	5000	2	0	813	0	0	0	0	0	0	5	0	5000
SAOUHSC_00643	SAOUHSC_00643	YP_499203.1		0	5	5	29	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	7	22	0	5000	10	0	1104	0	0	0	0	0	0	7	0	5000
SAOUHSC_00644	SAOUHSC_00644	YP_499204.1		0	2	4	36	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	17	19	0	5000	6	0	1062	0	0	0	0	0	0	17	0	5000
SAOUHSC_00645	SAOUHSC_00645	YP_499205.1		0	0	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	5000	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00646	SAOUHSC_00646	YP_499206.1		0	7	3	35	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	14	21	0	5000	10	0	1296	0	0	0	0	0	0	14	0	5000
SAOUHSC_00647	SAOUHSC_00647	YP_499207.1		0	4	1	47	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	28	19	0	5000	5	0	1728	0	0	0	0	0	0	28	0	5000
SAOUHSC_00648	SAOUHSC_00648	YP_499208.1		0	1	2	41	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	19	22	0	5000	3	0	1230	0	0	0	0	0	0	19	0	5000
SAOUHSC_00650	SAOUHSC_00650	YP_499209.1		0	0	0	39	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	0	5000	0	0	0	0	0	0	0	0	0	21	0	5000
SAOUHSC_00651	SAOUHSC_00651	YP_499210.1		0	0	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	5000	0	0	0	0	0	0	0	0	0	20	0	5000
SAOUHSC_00652	SAOUHSC_00652	YP_499211.1		0	3	0	33	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	17	0	5000	3	0	798	0	0	0	0	0	0	16	0	5000
SAOUHSC_00653	SAOUHSC_00653	YP_499212.1		0	2	3	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	17	12	0	5000	5	0	1005	0	0	0	0	0	0	17	0	5000
SAOUHSC_00654	SAOUHSC_00654	YP_499213.1		0	5	2	23	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	18	5	0	5000	7	0	1017	0	0	0	0	0	0	18	0	5000
SAOUHSC_00655	SAOUHSC_00655	YP_499214.1		0	0	0	35	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	0	5000	0	0	0	0	0	0	0	0	0	23	0	5000
SAOUHSC_00656	SAOUHSC_00656	YP_499215.1		0	1	1	39	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	18	21	0	5000	2	0	585	0	0	0	0	0	0	18	0	5000
SAOUHSC_00658	SAOUHSC_00658	YP_499216.1		0	1	0	42	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	22	0	5000	1	0	363	0	0	0	0	0	0	20	0	5000
SAOUHSC_00659	SAOUHSC_00659	YP_499217.1		0	0	0	44	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	25	0	5000	0	0	0	0	0	0	0	0	0	19	0	5000
SAOUHSC_00660	SAOUHSC_00660	YP_499218.1		0	0	0	51	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	38	0	5000	0	0	0	0	0	0	0	0	0	13	0	5000
SAOUHSC_00661	SAOUHSC_00661	YP_499219.1		0	2	0	52	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	46	0	5000	2	0	1044	0	0	0	0	0	0	6	0	5000
SAOUHSC_00662	SAOUHSC_00662	YP_499221.1		0	1	0	57	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	46	0	5000	1	0	429	0	0	0	0	0	0	11	0	5000
SAOUHSC_00663	SAOUHSC_00663	YP_499222.1		0	4	1	60	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	41	19	0	5000	5	0	507	0	0	0	0	0	0	41	0	5000
SAOUHSC_00664	SAOUHSC_00664	YP_499223.1		0	3	1	62	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	22	40	0	5000	4	0	924	0	0	0	0	0	0	22	0	5000
SAOUHSC_00665	SAOUHSC_00665	YP_499224.1		0	3	2	60	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	25	35	0	5000	5	0	675	0	0	0	0	0	0	25	0	5000
SAOUHSC_00666	SAOUHSC_00666	YP_499225.1		0	6	2	62	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	30	32	0	5000	8	0	1041	0	0	0	0	0	0	30	0	5000
SAOUHSC_00667	SAOUHSC_00667	YP_499226.1		0	11	0	72	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	38	34	0	5000	11	0	762	0	0	0	0	0	0	38	0	5000
SAOUHSC_00668	SAOUHSC_00668	YP_499227.1		0	12	4	69	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	12	44	25	0	5000	16	0	1890	0	0	0	0	0	0	44	0	5000
SAOUHSC_00669	SAOUHSC_00669	YP_499228.1		0	0	0	68	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	28	0	5000	0	0	0	0	0	0	0	0	0	40	0	5000
