ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.818791	0.913724	0.965227	2723250
0.380468	0.574186	0.55077	1553920
0.977689	0.246268	0.583611	1646580
0.651161	0.370813	0.584585	1649330
0.144914	0.786627	0.361543	1020040
0.40929	0.349119	0.420911	1187540
0.213753	0.0247863	0.0330624	93281.1
0.188013	0.892808	0.467426	1318780
0.972499	0.0241085	0.111438	314407
0.757379	0.188118	0.420104	1185260
0.0947772	0.0108597	0.00810939	22879.5
0.796703	0.506511	0.769743	2171720
0.22716	0.0688013	0.0806239	227469
0.396913	0.064127	0.118888	335427
0.888622	0.631333	0.885287	2497710
0.989977	0.631614	0.918885	2592510
0.938437	0.153649	0.423432	1194650
0.951141	0.116942	0.355506	1003010
1	0.109623	0.351967	993026
0.43443	0.089146	0.164639	464506
0.423127	0.048715	0.100628	283907
0.912832	0.192566	0.481378	1358140
0.284118	1	0.641642	1810300
0.967043	0.819577	0.976821	2755970
0.953221	0.530289	0.850344	2399130
0.487831	1	0.83799	2364270
0.89571	0.801174	0.955737	2696480
1	0.919758	0.996691	2812020
0.946653	0.676068	0.925625	2611520
0.4016	1	0.767979	2166750
0.957954	1	0.999103	2818830
0.661977	0.226963	0.435031	1227380
0.089677	0.18592	0.0849305	239620
0.960269	0.187239	0.48832	1377730
0.98752	0.151573	0.433963	1224370
0.945035	0.166569	0.448452	1265240
0.681462	0.0306327	0.101645	286776
0.376525	0.0291167	0.0604423	170530
0.978616	0.029388	0.130821	369094
0.973715	0.0164322	0.0821639	231814
0.872058	0.00908311	0.0462447	130473
1	0.0252107	0.117998	332916
0.566621	0.512445	0.649432	1832280
0.509249	0.796756	0.771741	2177360
0.999921	0.749924	0.965723	2724650
1	1	1	2821360
1	1	1	2821360
0.972466	1	0.999617	2820280
1	1	1	2821360
0.849767	1	0.988103	2787800
0.972413	0.120708	0.368842	1040640
0.71777	1	0.955787	2696620
0.703065	0.40469	0.642152	1811740
0.595681	0.395394	0.576085	1625340
0.981885	0.498606	0.839237	2367790
0.267998	0.411708	0.353544	997474
0.968422	0.732541	0.952965	2688660
0.0828199	0.139711	0.0631683	178221
0.680617	1	0.942488	2659100
0.999989	0.603739	0.908391	2562900
0.923589	1	0.997003	2812910
0.446055	0.402073	0.487542	1375530
0.580148	0.57658	0.700819	1977260
0.583123	0.743046	0.795669	2244870
0.931388	0.728018	0.941502	2656320
0.668756	0.86835	0.89633	2528870
0.952131	0.541041	0.856842	2417460
0.244879	0.531828	0.395705	1116430
0.987344	0.876692	0.990534	2794650
0.868336	0.478708	0.780579	2202300
0.960575	0.59794	0.892845	2519040
0.934474	0.683201	0.924923	2609540
0.644477	1	0.927606	2617110
0.990442	0.130463	0.393626	1110560
0.604145	0.745666	0.80972	2284510
0.955816	0.0791516	0.270962	764482
0.973152	0.0997397	0.32345	912568
0.781288	0.883039	0.946	2669010
0.924644	0.784737	0.958342	2703830
0.30902	1	0.671917	1895720
0.528948	0.784737	0.780058	2200830
0.955064	0.887356	0.987728	2786740
1	1	1	2821360
0.885405	0.836012	0.962881	2716630
0.944251	0.492022	0.820747	2315620
1	1	1	2821360
0.630387	0.801326	0.850114	2398480
1	1	1	2821360
0.154515	0.492537	0.272122	767755
0.840815	0.707178	0.903716	2549710
0.726475	1	0.958621	2704620
0.87457	1	0.991782	2798180
0.315794	0.734556	0.57091	1610740
1	0.863906	0.990288	2793960
0.811429	0.864295	0.95014	2680690
0.993884	0.731967	0.958945	2705530
0.184791	0.60754	0.357782	1009430
1	1	1	2821360
1	0.466292	0.822046	2319290
1	0.491713	0.84076	2372090
1	1	1	2821360
0.998516	0.483696	0.834482	2354370
1	1	1	2821360
0.241467	0.40458	0.324919	916714
0.35357	1	0.721168	2034670
0.119818	1	0.374045	1055320
0.818012	1	0.982333	2771520
0.818012	1	0.982333	2771520
0.447752	1	0.807528	2278330
0.040193	1	0.169376	477871
0.92187	1	0.996865	2812520
0.906966	0.485876	0.801783	2262120
1	1	1	2821360
0.999922	1	1	2821360
0.995649	0.434109	0.794775	2242350
1	0.434109	0.796355	2246810
0.978245	1	0.999762	2820690
0.980436	1	0.999807	2820820
1	1	1	2821360
1	0.452229	0.811103	2288410
1	0.491525	0.840627	2371710
0.999704	0.454545	0.812829	2293280
1	4.97882e-13	1.46021e-11	4.11977e-05
1	1	1	2821360
0.490852	1	0.840149	2370360
1	1	1	2821360
0.99985	0.465517	0.821401	2317470
1	1	1	2821360
0.994128	1.25548e-22	6.4197e-21	1.81123e-14
0.993803	0.444444	0.802616	2264470
1	0.477707	0.830617	2343470
0.972261	0.478495	0.821228	2316980
0.998466	1	0.999999	2821360
0.99728	1	0.999996	2821350
0.877655	0.0678818	0.227612	642177
0.999715	1	1	2821360
0.984275	1	0.999876	2821010
0.708343	1	0.952599	2687630
1	0.416667	0.781445	2204740
0.140846	1	0.416916	1176270
0.99674	0.489933	0.838352	2365290
0.999917	1	1	2821360
1	1	1	2821360
0.999405	0.502291	0.847951	2392380
0.999765	1	1	2821360
1	7.75094e-13	2.23892e-11	6.3168e-05
0.247399	0.496774	0.380549	1073660
0.272237	1	0.626439	1767410
0.993808	1	0.999981	2821310
1	2.60492e-10	6.00915e-09	0.016954
1	1	1	2821360
1	1	1	2821360
0.999903	1	1	2821360
1	1	1	2821360
0.999637	1	1	2821360
0.986467	1	0.999908	2821100
1	1	1	2821360
0.079787	1	0.28152	794269
1	1	1	2821360
1	2.59326e-18	1.07604e-16	3.03589e-10
1	1.3481e-10	3.19865e-09	0.00902456
0.999911	0.486667	0.837121	2361820
0.963567	1	0.999328	2819470
0.141204	0.432624	0.231857	654152
1	1	1	2821360
0.999909	1	1	2821360
0.999601	1	1	2821360
1	1	1	2821360
0.987353	1	0.99992	2821130
0.999501	1	1	2821360
0.646215	1	0.928367	2619260
0.994754	0.44898	0.80662	2275770
0.71211	0.393162	0.636399	1795510
0.998991	1	0.999999	2821360
0.912424	1	0.996048	2810210
1	0.496894	0.844411	2382390
0.999917	0.480769	0.83284	2349740
1	1	1	2821360
0.698947	1	0.949296	2678310
0.608349	0.419162	0.603451	1702550
1	0.499288	0.846079	2387100
0.771524	1	0.971648	2741370
0.940747	1	0.998209	2816310
1	1	1	2821360
0.861521	1	0.989936	2792970
0.906572	1	0.995493	2808650
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.999689	1	1	2821360
1	1	1	2821360
1	0.490566	0.839945	2369790
0.99866	0.496774	0.843861	2380840
0.999923	0.481481	0.833363	2351220
1	0.424837	0.788518	2224690
0.880096	0.489209	0.793372	2238390
0.917196	0.492857	0.810958	2288010
0.985917	0.482517	0.829146	2339320
0.996696	0.486486	0.835862	2358270
0.997735	0.469799	0.823904	2324530
1	0.468354	0.823615	2323720
1	0.496934	0.844439	2382470
0.999786	0.43299	0.795343	2243950
0.999939	0.43956	0.800848	2259480
0.494876	0.484277	0.582018	1642080
1	0.445161	0.805439	2272430
0.999906	0.431507	0.794142	2240560
1	0.462121	0.818846	2310260
1	0.472222	0.826533	2331950
0.993803	1	0.999981	2821310
1	0.425532	0.789113	2226370
1	0.466216	0.821989	2319130
0.959724	1	0.999178	2819040
0.999886	0.473684	0.827588	2334920
1	0.493506	0.84203	2375670
0.999825	1	1	2821360
0.997685	1	0.999997	2821350
1	0.467153	0.822703	2321140
1	1	1	2821360
0.854582	0.78062	0.937154	2644050
0.802191	1	0.979001	2762110
0.999904	1	1	2821360
1	0.495575	0.843487	2379780
0.999637	0.442953	0.803515	2267010
0.999871	0.498459	0.845458	2385340
0.996859	0.474576	0.82718	2333770
0.999936	0.435028	0.797098	2248900
1	1	1	2821360
0.999686	0.48125	0.83311	2350510
0.991468	0.492754	0.838505	2365720
0.999034	1	1	2821360
0.999916	1	1	2821360
0.97586	7.31438e-12	1.90334e-10	0.000537001
1	0.430464	0.793298	2238180
0.999831	0.174277	0.478707	1350610
1	0.470588	0.825304	2328480
1	1	1	2821360
0.953448	1	0.998899	2818260
0.949231	1	0.998689	2817660
0.255543	1	0.604197	1704660
0.930971	1	0.997561	2814480
0.530042	1	0.866512	2444740
0.748701	1	0.965387	2723700
0.999925	1	1	2821360
0.836679	1	0.985871	2781500
1	0.492647	0.841423	2373960
1	1	1	2821360
0.999917	1	1	2821360
0.990267	0.486111	0.833316	2351080
0.998436	0.486111	0.836203	2359230
0.812093	1	0.981122	2768100
0.921514	0.487685	0.808856	2282070
0.832012	0.487685	0.771753	2177390
1	0.378378	0.746109	2105040
0.980034	1	0.999799	2820790
1	1	1	2821360
1	1	1	2821360
0.99916	0.184548	0.496144	1399800
0.558825	0.507594	0.641061	1808660
0.949809	1	0.998719	2817750
0.86674	1	0.990698	2795120
0.577848	1	0.894766	2524460
1	1	1	2821360
0.998588	0.437086	0.798318	2252340
0.894532	0.457516	0.774897	2186260
1	1	1	2821360
1	1	1	2821360
0.510859	0.492958	0.599107	1690300
1	1	1	2821360
0.9999	1	1	2821360
0.579072	1	0.895435	2526350
0.999606	0.48951	0.839054	2367270
0.933965	1	0.99777	2815070
0.579449	1	0.895641	2526930
0.999829	0.193362	0.511039	1441820
0.569279	0.445161	0.601293	1696460
0.509752	0.446541	0.564523	1592720
0.901968	0.477987	0.793859	2239760
0.162618	0.48125	0.277644	783334
0.571612	0.472973	0.623988	1760490
0.999617	0.475862	0.829115	2339230
0.993323	0.461538	0.816002	2302240
0.841611	1	0.986736	2783940
0.80183	0.478528	0.751242	2119520
1	4.39946e-14	1.39704e-12	3.94154e-06
0.997458	1.82169e-13	5.51229e-12	1.55521e-05
1	9.23928e-09	1.80164e-07	0.508308
1	1	1	2821360
0.314872	0.447205	0.41685	1176090
1	1	1	2821360
1	1	1	2821360
0.999919	0.462025	0.818743	2309970
1	1	1	2821360
0.899137	1	0.994733	2806500
1	0.472727	0.826912	2333020
0.901066	0.479042	0.794295	2240990
0.929799	0.466258	0.795869	2245430
0.537847	1	0.87141	2458560
0.53377	0.376623	0.523543	1477100
0.845612	0.348993	0.655268	1848750
0.997735	0.348993	0.715546	2018810
0.226869	1	0.563402	1589560
0.650734	1	0.930325	2624780
0.91275	0.497041	0.812248	2291640
1	1	1	2821360
0.982143	1	0.99984	2820910
0.988535	0.498076	0.841223	2373390
1	1	1	2821360
0.999656	0.477124	0.830064	2341910
0.970457	0.453488	0.801306	2260770
0.300733	1	0.662073	1867950
0.538952	1	0.872094	2460490
0.993236	0.419355	0.781315	2204370
0.997735	1	0.999997	2821350
0.268226	1	0.621191	1752600
0.999927	1	1	2821360
1	0.460432	0.817538	2306570
1	1	1	2821360
0.632364	1	0.92217	2601770
0.854749	1	0.9889	2790040
1	1	1	2821360
1	0.485549	0.836346	2359630
0.628831	1	0.920541	2597180
0.99159	1	0.999965	2821260
0.985098	1	0.999888	2821050
1	0.496503	0.844138	2381620
0.999642	0.44	0.801102	2260200
1	0.472727	0.826912	2333020
0.999916	0.490323	0.839742	2369220
0.627971	0.49359	0.67302	1898830
1	0.384	0.751531	2120340
1	0.416667	0.781445	2204740
0.768842	0.451807	0.714665	2016330
1	0.475309	0.828839	2338450
0.998774	0.475309	0.828405	2337230
0.999822	0.496865	0.844329	2382160
0.927505	0.453333	0.784757	2214080
0.841295	0.471264	0.763269	2153460
1	0.48951	0.839192	2367660
0.96027	0.47973	0.817723	2307090
0.942056	0.496689	0.823277	2322760
0.288249	0.484277	0.414454	1169320
0.29402	0.484277	0.419929	1184770
0.999689	0.484472	0.835458	2357130
0.980521	0.467033	0.815596	2301090
0.908799	0.484043	0.801147	2260330
0.991204	1	0.999961	2821250
0.988007	1	0.999928	2821160
0.973042	0.624655	0.910437	2568670
0.983604	0.624655	0.913686	2577840
0.236293	0.47541	0.357932	1009850
0.999246	1	1	2821360
1	0.228483	0.565791	1596300
0.993763	1	0.999981	2821310
0.596901	0.474684	0.640661	1807540
1	1	1	2821360
0.616341	0.458065	0.639379	1803920
1	1	1	2821360
0.999689	0.459627	0.816803	2304500
1	1.09036e-22	5.62303e-21	1.58646e-14
0.995711	2.25598e-15	7.80132e-14	2.20103e-07
1	1.2488e-12	3.54769e-11	0.000100093
0.992568	1.2662e-24	7.04221e-23	1.98686e-16
1	2.00295e-18	8.36272e-17	2.35942e-10
1	1.31416e-14	4.33188e-13	1.22218e-06
0.989984	1.78169e-15	6.16839e-14	1.74033e-07
1	1.07263e-12	3.06352e-11	8.6433e-05
1	3.19721e-11	8.04616e-10	0.00227011
1	0.427632	0.790902	2231420
1	1	1	2821360
0.99992	0.490566	0.839917	2369710
1	1	1	2821360
1	0.484663	0.835705	2357820
0.990877	0.490798	0.836903	2361200
0.993253	0.232943	0.570037	1608280
0.158922	0.484277	0.274327	773975
0.993058	0.470588	0.822831	2321500
0.579449	0.486301	0.638699	1802000
1	0.463087	0.81959	2312360
0.999537	1	1	2821360
1	1	1	2821360
1	0.413333	0.778514	2196470
0.969312	0.491249	0.829482	2340270
0.838254	0.367261	0.670551	1891870
0.925006	0.41829	0.754316	2128200
0.437402	0.224022	0.325605	918649
0.577316	0.62441	0.728287	2054760
0.977737	0.510325	0.845854	2386460
0.94896	0.88937	0.987141	2785080
0.985513	0.88937	0.992037	2798890
0.943299	0.88937	0.986272	2782630
0.955485	1	0.998994	2818520
0.9989	0.497076	0.844156	2381670
1	0.459459	0.816783	2304440
1	1	1	2821360
0.999062	1	1	2821360
1	0.16232	0.457448	1290630
0.93808	1	0.998042	2815840
0.994686	0.49635	0.842176	2376080
0.834599	0.240281	0.522753	1474870
0.693245	0.495652	0.710669	2005050
0.615853	0.479592	0.655567	1849590
0.928284	0.484848	0.80939	2283580
0.970752	0.484848	0.825364	2328650
0.948596	0.484848	0.817145	2305460
0.560427	0.484848	0.62577	1765520
1	0.232529	0.571729	1613050
0.999176	0.484848	0.83555	2357390
0.999661	1	1	2821360
0.587774	1	0.900125	2539580
0.999678	1	1	2821360
0.999913	1	1	2821360
0.999918	1	1	2821360
0.645189	0.466667	0.6625	1869150
1	0.292373	0.651911	1839280
0.998472	0.366972	0.734288	2071690
0.995128	2.57852e-11	6.51397e-10	0.00183783
0.998146	1	0.999998	2821360
0.767584	1	0.970616	2738460
1	0.367089	0.734967	2073610
1	0.496503	0.844138	2381620
0.999902	1	1	2821360
1	1	1	2821360
1	0.344595	0.711721	2008020
1	1	1	2821360
0.99788	1	0.999998	2821350
0.254153	0.480916	0.379132	1069670
0.696557	0.137891	0.321082	905889
0.999911	1	1	2821360
1	0.48538	0.836224	2359290
0.999918	1	1	2821360
1	1	1	2821360
1	0.468254	0.823539	2323500
1	1	1	2821360
1	0.497521	0.844849	2383620
1	1	1	2821360
0.285291	0.616428	0.481519	1358540
1	1	1	2821360
0.995874	1	0.999991	2821340
0.895525	0.61236	0.877842	2476710
0.251976	1	0.599306	1690860
0.99728	1	0.999996	2821350
0.999904	1	1	2821360
0.997608	1	0.999997	2821350
1	1	1	2821360
1	0.491018	0.840267	2370700
0.999937	1	1	2821360
1	0.478873	0.831477	2345900
1	1	1	2821360
1	0.423077	0.787008	2220430
0.895182	1	0.994304	2805290
0.990849	1	0.999958	2821240
1	0.493243	0.841844	2375150
0.999893	1	1	2821360
1	0.42029	0.784602	2213640
1	0.493827	0.842257	2376310
0.588751	1	0.900643	2541040
0.271089	1	0.624944	1763190
0.92419	1	0.997051	2813040
0.0608466	0.864276	0.207474	585360
0.519927	0.490831	0.603724	1703320
0.0578165	0.490831	0.129465	365267
0.086026	0.730702	0.236782	668048
0.954874	0.731124	0.949004	2677480
0.360462	0.728974	0.613952	1732180
0.544861	0.728974	0.763931	2155330
0.680085	0.863183	0.899733	2538470
0.424387	0.608729	0.607993	1715370
0.131694	0.601634	0.280114	790302
0.962419	1	0.999285	2819340
0.991362	1	0.999963	2821260
0.829924	0.806523	0.93806	2646610
0.997575	0.493056	0.840865	2372380
1	1	1	2821360
1	1	1	2821360
0.999034	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.651541	0.47541	0.672773	1898130
0.302667	1	0.664391	1874490
0.941629	1	0.998262	2816460
1	0.000714456	0.00588997	16617.7
1	0.378788	0.746507	2106170
1	0.409091	0.774744	2185830
1	1	1	2821360
0.999467	0.487805	0.837784	2363690
0.866878	1	0.990718	2795170
1	1	1	2821360
1	1	1	2821360
0.260684	1	0.61116	1724300
1	1	1	2821360
0.998839	1	0.999999	2821360
0.584435	1	0.898341	2534540
0.614987	1	0.913965	2578630
0.980475	1	0.999808	2820820
0.998079	1	0.999998	2821360
0.999519	1	1	2821360
0.622327	1	0.91749	2588570
0.99457	1	0.999985	2821320
0.327843	1	0.69346	1956500
0.932672	1	0.997681	2814820
0.965063	1	0.999382	2819620
0.998579	1	0.999999	2821360
0.694784	1	0.947793	2674070
0.177755	1	0.484801	1367800
0.99268	1	0.999973	2821290
0.999519	1	1	2821360
0.972696	0.45	0.799348	2255250
0.999351	0.446429	0.806229	2274660
0.963158	0.459459	0.803303	2266410
0.998246	0.455882	0.813358	2294780
1	0.455882	0.813987	2296550
1	1	1	2821360
1	0.487013	0.837402	2362610
1	1	1	2821360
0.667647	1	0.937374	2644670
1	1	1	2821360
0.815829	0.241758	0.517416	1459820
0.450174	0.404203	0.492017	1388160
0.516705	0.324194	0.466807	1317030
0.988267	0.233002	0.568419	1603720
1	0.840529	0.986549	2783410
0.833589	1	0.985315	2779930
0.996385	0.466102	0.820612	2315240
0.910135	0.60957	0.881654	2487460
0.132929	0.868833	0.364791	1029210
0.333935	0.0287961	0.0542759	153132
0.983017	0.487179	0.831501	2345960
0.126716	0.028491	0.0239143	67470.8
0.953018	0.0429548	0.171759	484594
1	0.146313	0.427527	1206210
0.63344	0.781455	0.843086	2378650
0.868785	0.0182471	0.0815533	230091
0.694341	0.812598	0.88713	2502910
0.968998	0.542463	0.863703	2436820
0.860481	0.710439	0.912171	2573560
0.055964	0.54444	0.136838	386069
0.522914	0.647735	0.705401	1990190
0.144228	0.505653	0.263878	744496
0.753474	1	0.966753	2727560
0.357759	0.343133	0.38025	1072820
0.871749	0.250807	0.551046	1554700
0.151602	0.589222	0.305093	860777
0.746433	0.715573	0.86909	2452020
0.813593	0.383109	0.675047	1904550
0.532632	0.434432	0.570068	1608370
0.957102	0.381242	0.732755	2067370
0.98967	0.217999	0.546628	1542230
0.475666	1	0.829105	2339200
0.952906	0.580806	0.880864	2485240
0.984772	0.580806	0.891507	2515260
0.991596	0.679802	0.939945	2651920
0.97664	0.768476	0.965912	2725190
0.536191	0.819777	0.800867	2259540
0.464267	0.52045	0.584826	1650010
0.886942	1	0.993354	2802610
0.742662	0.842493	0.919075	2593040
0.973695	0.841614	0.982625	2772340
0.998322	0.54667	0.876255	2472230
0.811687	0.749162	0.910571	2569050
0.953443	0.623675	0.903733	2549760
0.08151	0.31306	0.119126	336096
0.422743	0.172773	0.264163	745300
0.298558	0.0713023	0.103238	291272
0.18429	0.359437	0.246048	694191
1	0.49569	0.843567	2380010
0.862294	0.178107	0.441318	1245120
0.549715	0.222227	0.378995	1069280
0.30513	0.129648	0.167334	472111
0.277952	0.0471454	0.0699084	197237
0.992498	0.591202	0.899588	2538060
0.571768	0.590416	0.704177	1986740
0.0191354	0.576548	0.0607549	171412
0.166018	0.908658	0.436185	1230640
0.954384	0.263435	0.598536	1688690
0.858863	0.263435	0.562491	1586990
0.498615	0.321961	0.454192	1281440
0.97215	0.121745	0.370932	1046530
0.99428	0.0750889	0.268387	757216
0.999982	0.442136	0.802974	2265480
0.973212	0.0649887	0.237856	671077
0.554745	0.0796309	0.181983	513439
0.953438	0.094257	0.306398	864458
0.994187	0.127531	0.388638	1096490
0.977266	0.320288	0.676573	1908860
0.269983	0.320288	0.298151	841191
0.734545	1	0.961155	2711770
0.968153	0.723747	0.949921	2680070
0.840555	0.723747	0.910703	2569420
0.889318	0.572464	0.852801	2406060
0.973451	0.253604	0.592216	1670850
0.687314	0.569818	0.758772	2140770
0.0033573	0.825292	0.0190867	53850.4
0.445392	1	0.805625	2272960
0.968884	1	0.999511	2819980
0.0883553	1	0.30274	854138
0.732097	0.479232	0.718323	2026650
0.172355	0.166467	0.130579	368411
0.24054	0.16698	0.169287	477621
0.212297	0.16923	0.15543	438524
0.700764	0.258802	0.490989	1385260
0.391016	0.161039	0.237085	668901
0.809819	0.0623177	0.201181	567603
0.872298	0.115833	0.332649	938524
1	0.157723	0.449024	1266860
1	0.501551	0.847647	2391520
0.997633	0.553564	0.880153	2483230
0.992279	0.656476	0.930613	2625600
0.728283	0.586066	0.790213	2229480
0.033094	0.574856	0.0943993	266334
0.700034	0.571545	0.766609	2162880
0.425144	0.571545	0.586755	1655450
0.497841	0.769878	0.750839	2118390
0.0409107	0.769878	0.140407	396138
0.780348	1	0.973886	2747680
0.173757	0.790883	0.410162	1157220
1	1	1	2821360
0.805198	1	0.979658	2763970
0.814079	1	0.981533	2769260
0.315358	0.724056	0.565575	1595690
0.547391	1	0.877245	2475020
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.204773	0.43662	0.305287	861325
1	1	1	2821360
1	1	1	2821360
0.996718	0.771804	0.97106	2739710
0.240738	0.892669	0.545326	1538560
0.392538	0.730266	0.644826	1819290
0.843641	0.195878	0.462751	1305590
0.74838	0.868982	0.93015	2624290
0.628653	0.65785	0.778713	2197030
0.256244	0.585636	0.434693	1226430
1	0.735467	0.961439	2712570
0.156003	0.734698	0.362891	1023850
0.263172	0.85377	0.560157	1580410
0.967416	0.853848	0.983904	2775950
1	0.201659	0.52455	1479950
0.952981	0.750704	0.954999	2694400
0.995817	0.911897	0.99564	2809060
0.280177	1	0.636656	1796240
0.981148	0.411515	0.769941	2172280
0.0124988	0.687108	0.0494447	139501
0.888039	0.379025	0.703099	1983700
0.972027	1	0.999605	2820250
0.431321	1	0.79402	2240220
0.926686	1	0.997244	2813590
0.713997	0.168786	0.375517	1059470
0.954228	0.716507	0.943672	2662440
0.933725	0.277663	0.609242	1718890
0.985936	1	0.999901	2821080
0.985936	1	0.999901	2821080
0.762783	1	0.969331	2734830
0.986097	1	0.999903	2821090
0.91042	0.368039	0.701441	1979020
1	0.447154	0.807047	2276970
0.911838	1	0.995994	2810060
1	0.514607	0.856487	2416460
0.149525	0.866674	0.394391	1112720
1	1	1	2821360
0.495017	0.417269	0.532331	1501900
0.000356917	0.522161	0.00178686	5041.37
0.578645	0.77134	0.806384	2275100
0.876093	0.568598	0.845284	2384850
0.278898	1	0.635025	1791630
0.863058	0.265515	0.566782	1599100
0.137103	0.210623	0.131238	370270
0.258731	0.265515	0.252671	712875
0.993111	0.41135	0.77423	2184380
0.0319692	0.587125	0.0933898	263486
0.998057	0.484444	0.834864	2355450
0.770601	0.597391	0.817475	2306390
0.995392	0.38767	0.753329	2125410
0.68102	0.349127	0.579304	1634430
0.90343	0.41845	0.745781	2104120
0.945229	1	0.998472	2817050
0.610894	0.655284	0.766799	2163420
0.875635	0.561839	0.840939	2372590
0.540475	0.248413	0.403854	1139420
0.700182	0.340764	0.580502	1637810
0.00372513	0.340764	0.00973524	27466.6
0.886499	0.340764	0.663698	1872530
0.975545	0.340764	0.698545	1970850
0.688538	0.340764	0.574783	1621670
0.923575	0.255495	0.576721	1627140
0.652947	0.141091	0.311808	879722
0.652934	0.138795	0.308216	869589
0.660053	0.189492	0.385086	1086470
0.53632	0.107138	0.221604	625225
0.146731	0.107138	0.081004	228542
0.384803	0.107138	0.172686	487209
0.0708626	0.107138	0.0446462	125963
0.839111	0.107138	0.306475	864677
0.664789	0.107138	0.259392	731839
0.978925	0.0629414	0.233326	658298
1	0.0291615	0.132245	373110
0.535783	0.0344416	0.092128	259926
0.986258	0.0244589	0.11397	321552
0.984733	0.0361734	0.154411	435650
1	0.0333859	0.146885	414417
1	0.235874	0.576584	1626750
1	0.1785	0.486085	1371420
0.805096	0.264421	0.542217	1529790
0.962798	0.201131	0.511563	1443300
0.478635	0.0636078	0.136754	385831
0.800899	0.0636078	0.202604	571619
0.988203	0.0636078	0.236777	668033
0.694531	0.0636078	0.181991	513463
0.803194	0.0824434	0.245987	694018
0.147421	0.182167	0.123998	349844
0.490338	0.721221	0.721242	2034890
0.596607	0.721221	0.793148	2237760
0.00366017	0.721221	0.0183124	51665.8
0.51754	0.594457	0.670312	1891190
0.984993	0.723093	0.953932	2691390
0.146531	1	0.427947	1207390
0.15615	1	0.446111	1258640
0.971385	1	0.999587	2820190
0.984866	0.721221	0.953273	2689530
0.986855	0.700841	0.946636	2670800
0.90896	1	0.995724	2809300
0.969548	1	0.999532	2820040
0.482807	0.650632	0.677876	1912530
0.423225	0.485748	0.530792	1497560
0.0258213	1	0.120238	339235
0.907584	1	0.995592	2808920
0.54361	0.739107	0.768149	2167220
1	0.483444	0.83482	2355330
1	0.444444	0.804858	2270790
0.99399	0.492188	0.838991	2367100
1	1	1	2821360
0.990675	0.484848	0.832545	2348910
1	0.471014	0.825625	2329390
0.949853	1	0.998721	2817750
0.980612	0.485915	0.829719	2340940
0.999476	0.435484	0.797311	2249500
1	0.162069	0.456991	1289340
0.999333	0.4	0.766272	2161930
1	0.43871	0.80017	2257570
1	0.41954	0.783951	2211810
0.639657	0.915159	0.898852	2535990
0.969854	1	0.999541	2820070
1	1	1	2821360
0.9999	0.478873	0.831442	2345800
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.992278	0.496124	0.841172	2373250
0.992278	0.496124	0.841172	2373250
0.999919	1	1	2821360
0.999906	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.993797	1	0.999981	2821310
1	3.21271e-18	1.32619e-16	3.74165e-10
1	8.32311e-13	2.39827e-11	6.76638e-05
0.986294	0.420382	0.779649	2199670
0.953765	1	0.998914	2818300
0.99931	0.493827	0.842016	2375630
1	0.484277	0.835425	2357040
0.999913	1	1	2821360
0.979005	1.68397e-15	5.77657e-14	1.62978e-07
0.99555	1.72211e-15	6.00052e-14	1.69296e-07
1	1.92601e-13	5.83159e-12	1.6453e-05
1	1.12292e-10	2.6849e-09	0.00757507
0.998976	0.497143	0.844229	2381880
1	0.497578	0.844889	2383740
1	0.239715	0.582102	1642320
0.893597	0.496894	0.804516	2269830
0.969608	0.506621	0.840413	2371110
0.876857	0.505435	0.803842	2267930
1	0.478261	0.831026	2344620
1	0.500344	0.846812	2389160
0.680118	0.444444	0.663922	1873160
0.916299	0.472222	0.795175	2243470
1	0.475806	0.829209	2339500
0.981294	0.403226	0.762537	2151390
1	1	1	2821360
1	0.456376	0.814375	2297640
1	2.18076e-21	1.0593e-19	2.98866e-13
0.999207	0.204866	0.529402	1493630
0.983066	1	0.999856	2820950
0.877765	0.448485	0.76066	2146100
0.975131	1	0.999688	2820480
0.999916	1	1	2821360
1	1.86635e-25	1.08138e-23	3.05095e-17
1	1	1	2821360
1	8.29715e-16	2.96419e-14	8.36306e-08
1	0.485714	0.836465	2359970
1	1	1	2821360
0.998385	1	0.999999	2821360
1	0.48951	0.839192	2367660
1	0.174277	0.478759	1350750
0.999926	0.484848	0.835813	2358130
0.923622	0.472603	0.798349	2252430
1	0.444444	0.804858	2270790
0.973795	1	0.999654	2820380
1	1	1	2821360
1	0.113419	0.360293	1016520
0.87587	0.473684	0.779882	2200330
0.999929	1	1	2821360
0.600929	0.460123	0.631955	1782970
0.99388	0.475138	0.826539	2331970
0.662622	1	0.935324	2638890
0.79801	1	0.978068	2759480
0.972521	1	0.999619	2820290
1	0.41844	0.782994	2209110
1	9.29358e-24	5.02157e-22	1.41677e-15
0.996664	3.61572e-17	1.40045e-15	3.95118e-09
1	3.63454e-14	1.16108e-12	3.27582e-06
0.997908	0.412903	0.777368	2193240
0.999275	1	1	2821360
0.935645	0.472727	0.803118	2265890
0.999815	1	1	2821360
0.742345	1	0.96352	2718440
0.9919	1	0.999967	2821270
