# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_inframe_insertion+synonymous_variant	variants_effect_missense_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_01123	SAOUHSC_01123	YP_499667.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01124	SAOUHSC_01124	YP_499668.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01160	SAOUHSC_01160	YP_499700.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01163	SAOUHSC_01163	YP_499703.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01164	SAOUHSC_01164	YP_499704.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01165	SAOUHSC_01165	YP_499705.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01169	SAOUHSC_01169	YP_499708.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01237	SAOUHSC_01237	YP_499770.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01238	SAOUHSC_01238	YP_499771.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01239	SAOUHSC_01239	YP_499772.1		0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1185	0	0	0
SAOUHSC_01240	SAOUHSC_01240	YP_499773.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01272	SAOUHSC_01272	YP_499805.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0
SAOUHSC_01274	SAOUHSC_01274	YP_499807.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0
SAOUHSC_01275	SAOUHSC_01275	YP_499808.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	5000
SAOUHSC_01278	SAOUHSC_01278	YP_499810.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	5000
SAOUHSC_01279	SAOUHSC_01279	YP_499811.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	5000
SAOUHSC_01291	SAOUHSC_01291	YP_499822.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01292	SAOUHSC_01292	YP_499823.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01293	SAOUHSC_01293	YP_499824.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01294	SAOUHSC_01294	YP_499825.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01295	SAOUHSC_01295	YP_499826.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01296	SAOUHSC_01296	YP_499827.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01297	SAOUHSC_01297	YP_499828.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01298	SAOUHSC_01298	YP_499829.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01299	SAOUHSC_01299	YP_499830.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01300	SAOUHSC_01300	YP_499831.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01301	SAOUHSC_01301	YP_499832.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01304	SAOUHSC_01304	YP_499835.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01305	SAOUHSC_01305	YP_499836.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01306	SAOUHSC_01306	YP_499837.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01307	SAOUHSC_01307	YP_499838.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01310	SAOUHSC_01310	YP_499840.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01311	SAOUHSC_01311	YP_499841.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01312	SAOUHSC_01312	YP_499842.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01434	SAOUHSC_01434	YP_499959.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01436	SAOUHSC_01436	YP_499961.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01437	SAOUHSC_01437	YP_499962.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01438	SAOUHSC_01438	YP_499963.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01439	SAOUHSC_01439	YP_499964.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01440	SAOUHSC_01440	YP_499965.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01441	SAOUHSC_01441	YP_499966.1		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	132	0	0	0
SAOUHSC_01443	SAOUHSC_01443	YP_499968.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01447	SAOUHSC_01447	YP_499969.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01478	SAOUHSC_01478	YP_499996.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01479	SAOUHSC_01479	YP_499997.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01480	SAOUHSC_01480	YP_499998.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01481	SAOUHSC_01481	YP_499999.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01483	SAOUHSC_01483	YP_500001.1		0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	1167	0	0	0
SAOUHSC_01484	SAOUHSC_01484	YP_500002.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01486	SAOUHSC_01486	YP_500004.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01488	SAOUHSC_01488	YP_500006.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01489	SAOUHSC_01489	YP_500007.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	5000
SAOUHSC_01490	SAOUHSC_01490	YP_500008.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0
SAOUHSC_01576	SAOUHSC_01576	YP_500092.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01577	SAOUHSC_01577	YP_500093.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01578	SAOUHSC_01578	YP_500094.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01579	SAOUHSC_01579	YP_500095.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01580	SAOUHSC_01580	YP_500096.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01582	SAOUHSC_01582	YP_500097.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01583	SAOUHSC_01583	YP_500098.1		0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2028	0	0	0
SAOUHSC_01584	SAOUHSC_01584	YP_500099.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01585	SAOUHSC_01585	YP_500100.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01586	SAOUHSC_01586	YP_500101.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01587	SAOUHSC_01587	YP_500102.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01588	SAOUHSC_01588	YP_500103.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01684	SAOUHSC_01684	YP_500194.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01685	SAOUHSC_01685	YP_500195.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01686	SAOUHSC_01686	YP_500196.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01687	SAOUHSC_01687	YP_500197.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01688	SAOUHSC_01688	YP_500198.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01691	SAOUHSC_01691	YP_500201.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01700	SAOUHSC_01700	YP_500210.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01701	SAOUHSC_01701	YP_500211.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01702	SAOUHSC_01702	YP_500212.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01704	SAOUHSC_01704	YP_500214.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01705	SAOUHSC_01705	YP_500215.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01706	SAOUHSC_01706	YP_500216.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01707	SAOUHSC_01707	YP_500217.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01708	SAOUHSC_01708	YP_500218.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01709	SAOUHSC_01709	YP_500219.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01710	SAOUHSC_01710	YP_500220.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01711	SAOUHSC_01711	YP_500221.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01712	SAOUHSC_01712	YP_500222.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01800	SAOUHSC_01800	YP_500304.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01801	SAOUHSC_01801	YP_500306.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01802	SAOUHSC_01802	YP_500307.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01803	SAOUHSC_01803	YP_500308.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01806	SAOUHSC_01806	YP_500311.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01807	SAOUHSC_01807	YP_500312.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01808	SAOUHSC_01808	YP_500313.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01809	SAOUHSC_01809	YP_500314.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01849	SAOUHSC_01849	YP_500353.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01850	SAOUHSC_01850	YP_500354.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01851	SAOUHSC_01851	YP_500355.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01852	SAOUHSC_01852	YP_500356.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01853	SAOUHSC_01853	YP_500357.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01854	SAOUHSC_01854	YP_500358.1		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1518	0	0	0
SAOUHSC_01855	SAOUHSC_01855	YP_500359.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01857	SAOUHSC_01857	YP_500361.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0
SAOUHSC_01860	SAOUHSC_01860	YP_500364.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01861	SAOUHSC_01861	YP_500365.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01863	SAOUHSC_01863	YP_500366.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01864	SAOUHSC_01864	YP_500367.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01866	SAOUHSC_01866	YP_500369.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01867	SAOUHSC_01867	YP_500370.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01868	SAOUHSC_01868	YP_500371.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01869	SAOUHSC_01869	YP_500372.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01870	SAOUHSC_01870	YP_500373.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01871	SAOUHSC_01871	YP_500374.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01915	SAOUHSC_01915	YP_500416.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5000
SAOUHSC_01916	SAOUHSC_01916	YP_500417.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	5000
SAOUHSC_01917	SAOUHSC_01917	YP_500418.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	5000
SAOUHSC_01918	SAOUHSC_01918	YP_500419.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01919	SAOUHSC_01919	YP_500420.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01920	SAOUHSC_01920	YP_500421.1		0	0	0	9	8	0	0	0	0	0	0	0	0	0	1	8	0	5000	0	0	0	1	0	5000
SAOUHSC_01921	SAOUHSC_01921	YP_500422.1		0	0	0	9	8	0	0	0	0	0	0	0	0	0	1	8	0	5000	0	0	0	1	0	5000
SAOUHSC_01922	SAOUHSC_01922	YP_500423.1		0	0	0	9	8	0	0	0	0	0	0	0	0	0	1	8	0	5000	0	0	0	1	0	5000
SAOUHSC_01923	SAOUHSC_01923	YP_500424.1		0	1	7	1	1	0	0	0	0	0	0	0	7	1	0	1	0	5000	8	0	642	0	0	0
SAOUHSC_01924	SAOUHSC_01924	YP_500425.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01925	SAOUHSC_01925	YP_500426.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01926	SAOUHSC_01926	YP_500427.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01928	SAOUHSC_01928	YP_500429.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0
SAOUHSC_01929	SAOUHSC_01929	YP_500430.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	5000
SAOUHSC_01930	SAOUHSC_01930	YP_500431.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0
SAOUHSC_01931	SAOUHSC_01931	YP_500432.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0
SAOUHSC_01954	SAOUHSC_01954	YP_500453.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01955	SAOUHSC_01955	YP_500454.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_01956	SAOUHSC_01956	YP_500455.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01957	SAOUHSC_01957	YP_500456.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01958	SAOUHSC_01958	YP_500457.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_01960	SAOUHSC_01960	YP_500459.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02169	SAOUHSC_02169	YP_500656.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
SAOUHSC_02170	SAOUHSC_02170	YP_500657.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02171	SAOUHSC_02171	YP_500658.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02173	SAOUHSC_02173	YP_500659.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02174	SAOUHSC_02174	YP_500660.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02175	SAOUHSC_02175	YP_500661.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
SAOUHSC_02176	SAOUHSC_02176	YP_500662.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02177	SAOUHSC_02177	YP_500663.1		0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	5000
SAOUHSC_02178	SAOUHSC_02178	YP_500664.1		0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	4	0	288	0	0	0
SAOUHSC_02179	SAOUHSC_02179	YP_500665.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0
SAOUHSC_02180	SAOUHSC_02180	YP_500666.1		0	0	0	6	4	0	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	2	0	5000
SAOUHSC_02181	SAOUHSC_02181	YP_500667.1		0	0	0	6	4	0	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	2	0	5000
SAOUHSC_02182	SAOUHSC_02182	YP_500668.1		0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	4653	0	0	0
SAOUHSC_02183	SAOUHSC_02183	YP_500669.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02184	SAOUHSC_02184	YP_500670.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02185	SAOUHSC_02185	YP_500671.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02186	SAOUHSC_02186	YP_500672.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02187	SAOUHSC_02187	YP_500673.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02188	SAOUHSC_02188	YP_500674.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02194	SAOUHSC_02194	YP_500679.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02195	SAOUHSC_02195	YP_500680.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02196	SAOUHSC_02196	YP_500681.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02197	SAOUHSC_02197	YP_500682.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02198	SAOUHSC_02198	YP_500683.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02199	SAOUHSC_02199	YP_500684.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02200	SAOUHSC_02200	YP_500685.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02202	SAOUHSC_02202	YP_500687.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5000
SAOUHSC_02203	SAOUHSC_02203	YP_500688.1		1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	207	1	0	5000
SAOUHSC_02204	SAOUHSC_02204	YP_500689.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	174	1	0	5000
SAOUHSC_02205	SAOUHSC_02205	YP_500690.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	537	1	0	5000
SAOUHSC_02206	SAOUHSC_02206	YP_500691.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	195	1	0	5000
SAOUHSC_02207	SAOUHSC_02207	YP_500692.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	255	1	0	5000
SAOUHSC_02208	SAOUHSC_02208	YP_500693.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	390	1	0	5000
SAOUHSC_02209	SAOUHSC_02209	YP_500694.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	348	1	0	5000
SAOUHSC_02210	SAOUHSC_02210	YP_500695.1		1	0	0	3	2	1	0	0	0	0	0	0	0	0	1	2	0	5000	1	0	249	1	0	5000
SAOUHSC_02211	SAOUHSC_02211	YP_500696.1		1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	2	0	5000	1	0	372	0	0	0
SAOUHSC_02212	SAOUHSC_02212	YP_500697.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02213	SAOUHSC_02213	YP_500698.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02214	SAOUHSC_02214	YP_500699.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02215	SAOUHSC_02215	YP_500700.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
SAOUHSC_02216	SAOUHSC_02216	YP_500701.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0
