# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_start_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_00409	SAOUHSC_00409	YP_498995.1		0	0	0	10	9	0	0	0	0	0	0	0	0	1	9	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_00410	SAOUHSC_00410	YP_498996.1		0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_00411	SAOUHSC_00411	YP_498997.1		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00412	SAOUHSC_00412	YP_498998.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00413	SAOUHSC_00413	YP_498999.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00439	SAOUHSC_00439	YP_499022.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00440	SAOUHSC_00440	YP_499023.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00441	SAOUHSC_00441	YP_499024.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00442	SAOUHSC_00442	YP_499025.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00444	SAOUHSC_00444	YP_499026.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00446	SAOUHSC_00446	YP_499028.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00450	SAOUHSC_00450	YP_499029.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00452	SAOUHSC_00452	YP_499031.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00454	SAOUHSC_00454	YP_499033.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00455	SAOUHSC_00455	YP_499034.1		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00497	SAOUHSC_00497	YP_499071.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00499	SAOUHSC_00499	YP_499072.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00500	SAOUHSC_00500	YP_499073.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00501	SAOUHSC_00501	YP_499074.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00502	SAOUHSC_00502	YP_499075.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00540	SAOUHSC_00540	YP_499112.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00541	SAOUHSC_00541	YP_499113.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00542	SAOUHSC_00542	YP_499114.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00543	SAOUHSC_00543	YP_499115.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00544	SAOUHSC_00544	YP_499117.1		0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	5000	1	0	2988	0	0	0	0	0	0
SAOUHSC_00545	SAOUHSC_00545	YP_499118.1		0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	4050	0	0	0	1	0	5000
SAOUHSC_00547	SAOUHSC_00547	YP_499119.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00548	SAOUHSC_00548	YP_499120.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00607	SAOUHSC_00607	YP_499170.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00609	SAOUHSC_00609	YP_499172.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00610	SAOUHSC_00610	YP_499173.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00612	SAOUHSC_00612	YP_499175.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00613	SAOUHSC_00613	YP_499176.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00614	SAOUHSC_00614	YP_499177.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00615	SAOUHSC_00615	YP_499178.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00616	SAOUHSC_00616	YP_499179.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00617	SAOUHSC_00617	YP_499180.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00618	SAOUHSC_00618	YP_499181.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00781	SAOUHSC_00781	YP_499338.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00782	SAOUHSC_00782	YP_499339.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00783	SAOUHSC_00783	YP_499340.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00784	SAOUHSC_00784	YP_499341.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00785	SAOUHSC_00785	YP_499342.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00786	SAOUHSC_00786	YP_499343.1		0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	426	0	0	0	0	0	0
SAOUHSC_00787	SAOUHSC_00787	YP_499344.2		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
SAOUHSC_00788	SAOUHSC_00788	YP_499345.1		0	0	0	6	4	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_00789	SAOUHSC_00789	YP_499346.1		0	0	0	6	4	0	0	0	0	0	0	0	0	2	4	0	5000	0	0	0	0	0	0	2	0	5000
SAOUHSC_00792	SAOUHSC_00792	YP_499348.1		0	0	0	6	2	0	0	0	0	0	0	0	0	4	2	0	5000	0	0	0	0	0	0	4	0	5000
SAOUHSC_00793	SAOUHSC_00793	YP_499349.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00794	SAOUHSC_00794	YP_499350.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_00795	SAOUHSC_00795	YP_499351.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_00798	SAOUHSC_00798	YP_499354.1		0	0	0	5	1	0	0	0	0	0	0	0	0	4	1	0	5000	0	0	0	0	0	0	4	0	5000
SAOUHSC_00800	SAOUHSC_00800	YP_499356.1		0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_00802	SAOUHSC_00802	YP_499358.1		0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_00803	SAOUHSC_00803	YP_499359.1		0	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_00806	SAOUHSC_00806	YP_499362.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00807	SAOUHSC_00807	YP_499363.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00808	SAOUHSC_00808	YP_499364.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00809	SAOUHSC_00809	YP_499365.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00810	SAOUHSC_00810	YP_499366.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00811	SAOUHSC_00811	YP_499367.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00812	SAOUHSC_00812	YP_499368.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00960	SAOUHSC_00960	YP_499513.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00961	SAOUHSC_00961	YP_499514.1		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00962	SAOUHSC_00962	YP_499515.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00963	SAOUHSC_00963	YP_499516.1		0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	5000
SAOUHSC_00964	SAOUHSC_00964	YP_499517.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00965	SAOUHSC_00965	YP_499518.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00966	SAOUHSC_00966	YP_499519.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_00967	SAOUHSC_00967	YP_499520.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_00968	SAOUHSC_00968	YP_499521.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_00969	SAOUHSC_00969	YP_499522.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_00970	SAOUHSC_00970	YP_499523.1		0	0	0	6	1	0	0	0	0	0	0	0	0	5	1	0	5000	0	0	0	0	0	0	5	0	5000
SAOUHSC_00971	SAOUHSC_00971	YP_499524.1		0	0	0	6	5	0	0	0	0	0	0	0	0	1	5	0	5000	0	0	0	0	0	0	1	0	5000
SAOUHSC_00972	SAOUHSC_00972	YP_499525.1		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5000
SAOUHSC_00975	SAOUHSC_00975	YP_499528.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00976	SAOUHSC_00976	YP_499529.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_00977	SAOUHSC_00977	YP_499530.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00978	SAOUHSC_00978	YP_499531.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_00979	SAOUHSC_00979	YP_499532.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01090	SAOUHSC_01090	YP_499635.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01091	SAOUHSC_01091	YP_499636.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01095	SAOUHSC_01095	YP_499639.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01096	SAOUHSC_01096	YP_499640.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01097	SAOUHSC_01097	YP_499641.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01098	SAOUHSC_01098	YP_499642.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01099	SAOUHSC_01099	YP_499643.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01106	SAOUHSC_01106	YP_499650.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01107	SAOUHSC_01107	YP_499651.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01108	SAOUHSC_01108	YP_499652.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01109	SAOUHSC_01109	YP_499653.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01110	SAOUHSC_01110	YP_499654.1		0	0	1	3	3	0	0	1	0	0	0	0	0	0	3	0	5000	1	0	330	0	0	0	0	0	0
SAOUHSC_01111	SAOUHSC_01111	YP_499655.1		1	0	0	3	1	0	0	0	0	0	0	1	0	2	1	0	5000	0	0	0	1	0	93	2	0	5000
SAOUHSC_01112	SAOUHSC_01112	YP_499656.1		0	2	0	2	1	0	0	0	0	0	0	0	2	1	1	0	5000	2	0	402	0	0	0	1	0	5000
SAOUHSC_01113	SAOUHSC_01113	YP_499657.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01114	SAOUHSC_01114	YP_499658.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01115	SAOUHSC_01115	YP_499659.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01118	SAOUHSC_01118	YP_499660.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01119	SAOUHSC_01119	YP_499662.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01120	SAOUHSC_01120	YP_499664.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01121	SAOUHSC_01121	YP_499665.1		0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01122	SAOUHSC_01122	YP_499666.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01123	SAOUHSC_01123	YP_499667.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01124	SAOUHSC_01124	YP_499668.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01125	SAOUHSC_01125	YP_499669.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01158	SAOUHSC_01158	YP_499698.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01160	SAOUHSC_01160	YP_499700.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01163	SAOUHSC_01163	YP_499703.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01164	SAOUHSC_01164	YP_499704.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01165	SAOUHSC_01165	YP_499705.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01237	SAOUHSC_01237	YP_499770.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01238	SAOUHSC_01238	YP_499771.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01239	SAOUHSC_01239	YP_499772.1		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1185	0	0	0	0	0	0
SAOUHSC_01240	SAOUHSC_01240	YP_499773.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01288	SAOUHSC_01288	YP_499819.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01289	SAOUHSC_01289	YP_499820.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01290	SAOUHSC_01290	YP_499821.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01291	SAOUHSC_01291	YP_499822.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01292	SAOUHSC_01292	YP_499823.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01293	SAOUHSC_01293	YP_499824.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01294	SAOUHSC_01294	YP_499825.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01295	SAOUHSC_01295	YP_499826.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01296	SAOUHSC_01296	YP_499827.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01297	SAOUHSC_01297	YP_499828.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01298	SAOUHSC_01298	YP_499829.1		0	0	1	3	2	0	0	0	0	1	0	0	0	1	2	0	5000	1	0	123	0	0	0	1	0	5000
SAOUHSC_01299	SAOUHSC_01299	YP_499830.1		0	1	0	3	1	0	0	0	0	0	0	0	1	2	1	0	5000	1	0	102	0	0	0	2	0	5000
SAOUHSC_01300	SAOUHSC_01300	YP_499831.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01301	SAOUHSC_01301	YP_499832.1		0	0	0	4	1	0	0	0	0	0	0	0	0	3	1	0	5000	0	0	0	0	0	0	3	0	5000
SAOUHSC_01304	SAOUHSC_01304	YP_499835.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_01305	SAOUHSC_01305	YP_499836.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_01306	SAOUHSC_01306	YP_499837.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_01307	SAOUHSC_01307	YP_499838.1		0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01310	SAOUHSC_01310	YP_499840.1		0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5000
SAOUHSC_01447	SAOUHSC_01447	YP_499969.1		0	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	4	0	28608	0	0	0	0	0	0
SAOUHSC_01501	SAOUHSC_01501	YP_500019.1		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
SAOUHSC_01502	SAOUHSC_01502	YP_500020.1		0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	5000
SAOUHSC_01503	SAOUHSC_01503	YP_500021.1		0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_01504	SAOUHSC_01504	YP_500022.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01505	SAOUHSC_01505	YP_500023.1		0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_01507	SAOUHSC_01507	YP_500024.1		0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	5000
SAOUHSC_01508	SAOUHSC_01508	YP_500025.1		0	0	1	7	0	0	0	0	0	1	0	0	0	7	0	0	0	1	0	915	0	0	0	7	0	5000
SAOUHSC_01510	SAOUHSC_01510	YP_500026.1		0	0	0	8	1	0	0	0	0	0	0	0	0	7	1	0	5000	0	0	0	0	0	0	7	0	5000
SAOUHSC_01511	SAOUHSC_01511	YP_500027.1		0	3	1	4	1	0	0	0	0	1	0	0	3	3	1	0	5000	4	0	891	0	0	0	3	0	5000
SAOUHSC_01512	SAOUHSC_01512	YP_500028.1		0	2	1	5	5	0	0	0	0	1	0	0	2	0	5	0	5000	3	0	918	0	0	0	0	0	0
SAOUHSC_01513	SAOUHSC_01513	YP_500029.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01514	SAOUHSC_01514	YP_500030.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01515	SAOUHSC_01515	YP_500032.1		0	0	0	8	8	0	0	0	0	0	0	0	0	0	8	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01516	SAOUHSC_01516	YP_500033.1		0	0	0	5	5	0	0	0	0	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01517	SAOUHSC_01517	YP_500034.1		0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01518	SAOUHSC_01518	YP_500035.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01519	SAOUHSC_01519	YP_500036.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01576	SAOUHSC_01576	YP_500092.1		0	0	0	6	6	0	0	0	0	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01577	SAOUHSC_01577	YP_500093.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01578	SAOUHSC_01578	YP_500094.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01579	SAOUHSC_01579	YP_500095.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01580	SAOUHSC_01580	YP_500096.1		0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_01582	SAOUHSC_01582	YP_500097.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01583	SAOUHSC_01583	YP_500098.1		0	1	3	5	0	0	0	0	0	3	0	0	1	5	0	0	0	4	0	2028	0	0	0	5	0	5000
SAOUHSC_01584	SAOUHSC_01584	YP_500099.1		0	5	0	4	4	0	0	0	0	0	0	0	5	0	4	0	5000	5	0	870	0	0	0	0	0	0
SAOUHSC_01585	SAOUHSC_01585	YP_500100.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01586	SAOUHSC_01586	YP_500101.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01587	SAOUHSC_01587	YP_500102.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
SAOUHSC_01588	SAOUHSC_01588	YP_500103.1		0	0	0	9	9	0	0	0	0	0	0	0	0	0	9	0	5000	0	0	0	0	0	0	0	0	0
