ks_quality_p_value	fisher_strand_p_value	bias_p_value	bias_e_value
0.727809	0.29678	0.547014	1543320
0.9223	0.275411	0.602103	1698750
0.364739	0.114411	0.174288	491729
0.00326948	0.10334	0.00303839	8572.39
0.000517907	0.316269	0.00159161	4490.49
0.193161	1	0.510763	1441050
0.999862	1	1	2821360
0.99517	0.386165	0.751818	2121150
0.00149602	0.326839	0.0042164	11896
0.11216	0.208445	0.111189	313705
0.783622	0.0833642	0.243559	687169
0.80108	1	0.978755	2761420
0.949096	1	0.998682	2817640
0.996861	1	0.999995	2821350
0.994367	0.223598	0.556637	1570470
0.561865	0.826279	0.820489	2314900
0.526658	0.827108	0.797599	2250320
0.0894822	0.828655	0.267063	753482
0.559148	0.826655	0.818923	2310480
1	0.738631	0.962404	2715290
1	1	1	2821360
1	0.0887611	0.303723	856913
0.0109111	0.108606	0.00916959	25870.7
0.346023	0.234148	0.28463	803043
0.990008	0.392422	0.755813	2132420
0.997166	0.512745	0.854274	2410220
0.80227	0.743459	0.904674	2552410
1	0.909813	0.995805	2809530
1	0.909987	0.995822	2809570
1	1	1	2821360
0.823148	0.827604	0.942728	2659780
0.530572	1	0.866848	2445690
0.553734	1	0.88103	2485700
0.00223611	0.667249	0.0112017	31604
0.302461	0.439347	0.401084	1131600
0.0822859	0.507377	0.17435	491905
3.87359e-07	0.508187	3.23639e-06	9.13102
0.069477	0.726832	0.201276	567873
2.84982e-10	0.904324	5.94788e-09	0.0167811
0.00220012	0.90414	0.0143621	40520.8
0.982563	0.811105	0.977831	2758810
0.453636	0.720096	0.69214	1952780
0.499701	0.543321	0.625477	1764700
0.919521	0.895072	0.983327	2774320
0.788809	0.789217	0.917592	2588860
0.996997	1	0.999995	2821350
0.976642	0.758195	0.962964	2716870
0.997442	0.731989	0.959775	2707870
0.757291	1	0.967824	2730580
1	1	1	2821360
0.47356	1	0.827535	2334770
1	0.481013	0.833047	2350330
0.000131083	0.501133	0.00069832	1970.21
0.0660968	0.489477	0.143357	404463
0.0012535	0.488546	0.00514295	14510.1
0.00737919	0.488546	0.0238851	67388.6
0.0306199	0.483176	0.0771324	217618
0.91353	0.00772455	0.0420136	118536
0.117319	0.0131996	0.0115685	32638.8
0.0599086	0.0529334	0.021417	60425
0.0535892	0.0529334	0.019474	54943.3
0.115821	0.00327407	0.00336637	9497.75
1	0.46464	0.820783	2315720
0.971991	0.265446	0.607553	1714130
0.970152	0.46464	0.809943	2285140
3.97401e-19	0.0170444	3.21341e-19	9.06619e-13
7.35609e-15	0.0170444	4.71618e-15	1.33061e-08
1.35696e-15	0.0170444	9.09078e-16	2.56484e-09
2.93688e-19	0.0170444	2.38992e-19	6.74281e-13
1	0.477419	0.830404	2342870
1	0.463687	0.820052	2313660
0.690255	1	0.946129	2669370
0.374356	1	0.742179	2093950
0.986302	1	0.999906	2821100
0.898156	0.850648	0.969663	2735770
0.761053	0.674282	0.855527	2413750
0.275207	0.085829	0.112095	316262
0.00019235	1	0.00183814	5186.05
0.884533	0.0134112	0.0644661	181882
0.021391	0.867262	0.0925206	261034
0.037005	1	0.158999	448595
0.0192355	0.158101	0.0206662	58306.9
0.871152	0.274004	0.580649	1638220
1.93506e-05	0.225938	5.83241e-05	164.553
1	0.156661	0.447059	1261320
0.891374	0.157839	0.416618	1175430
0.914507	0.238398	0.550096	1552020
0.910841	0.174985	0.452083	1275490
0.299584	0.909903	0.626902	1768720
0.00208226	1	0.0149388	42147.7
0.986973	0.0758474	0.268906	758680
0.0354832	0.106993	0.0249566	70411.6
0.770977	0.607513	0.823634	2323770
1.87653e-07	0.309124	1.02458e-06	2.8907
1	0.129801	0.394822	1113930
0.998159	1	0.999998	2821360
0.99849	0.218698	0.550631	1553530
0.142952	0.21856	0.139532	393671
0.980098	0.602729	0.90169	2543990
1	0.658639	0.933673	2634230
0.998569	1	0.999999	2821360
1	1	1	2821360
0.976888	1	0.999731	2820600
0.965799	1	0.999408	2819690
0.983134	1	0.999857	2820960
1	1	1	2821360
0.971233	1	0.999582	2820180
0.113174	0.317128	0.155309	438183
0.616144	0.619157	0.74912	2113540
0.0493002	0.33525	0.0843369	237945
0.000130949	0.333858	0.000482552	1361.45
0.00744467	0.462343	0.0229639	64789.6
0.515661	0.564332	0.650225	1834520
0.970755	0.667004	0.928926	2620840
0.897142	0.772917	0.947293	2672660
0.840348	0.668117	0.885537	2498420
0.394092	0.215642	0.294491	830866
0.000157804	0.216193	0.000385027	1086.3
1	1	1	2821360
0.459142	0.107234	0.197491	557195
0.987248	0.0079583	0.0459339	129596
0.431237	0.00234755	0.00799301	22551.2
0.581948	0.00821175	0.0303147	85528.7
0.958165	0.0041232	0.0258133	72828.8
0.954592	0.0604139	0.222205	626921
1	0.126972	0.389016	1097550
1	0.743939	0.963993	2719770
1	1	1	2821360
0.857859	1	0.989382	2791400
1	1	1	2821360
1	1	1	2821360
0.991045	0.740894	0.961067	2711520
1	1	1	2821360
0.893698	1	0.994138	2804820
1	0.759055	0.968312	2731960
0.992066	0.756846	0.966003	2725440
0.805426	0.537063	0.795064	2243160
0.903663	0.537063	0.836183	2359180
0.925899	0.537063	0.844671	2383120
0.988808	0.537063	0.867152	2446550
1	0.530381	0.866727	2445350
1	0.585475	0.898899	2536120
1	0.793091	0.976943	2756310
1	1	1	2821360
1	0.344574	0.711699	2007960
0.980354	0.344574	0.70442	1987420
1	0.248061	0.593878	1675540
1	0.375019	0.742829	2095790
0.797546	0.513183	0.774919	2186330
0.806763	0.847405	0.94365	2662380
0.986527	0.847405	0.985748	2781150
1	0.0235717	0.111912	315743
1	0.0235717	0.111912	315743
1	0.0235717	0.111912	315743
0.991422	0.0235717	0.111153	313603
0.803559	0.0235717	0.0940703	265406
0.166026	0.0133528	0.0157659	44481.2
0.284779	0.0143498	0.0265627	74942.9
0.0247826	0.0143498	0.00317988	8971.59
0.0263765	0.0143498	0.0033608	9482.03
0.708928	0.0133373	0.0535275	151020
3.32488e-05	5.84529e-05	4.09275e-08	0.115471
1	0.409275	0.774908	2186300
8.95113e-07	0.447961	6.30709e-06	17.7946
1.97654e-15	0.0428189	3.21676e-15	9.07564e-09
9.62992e-18	0.0428189	1.78678e-17	5.04116e-11
3.6041e-13	0.0428189	5.06217e-13	1.42822e-06
1	0.0143498	0.0752508	212310
0.95528	0.0498131	0.192494	543095
0.341501	0.0607005	0.10108	285184
0.0781959	0.27572	0.104285	294224
0.516819	0.50193	0.609439	1719450
0.0922609	0.351732	0.143694	405413
0.139198	0.125206	0.0880077	248302
0.00458067	0.117838	0.00460126	12981.8
0.109536	0.0253886	0.0191468	54020.2
1	0.493506	0.84203	2375670
0.999827	0.481481	0.833329	2351120
0.999632	1	1	2821360
1	1	1	2821360
0.702517	1	0.950566	2681890
0.970457	1	0.999559	2820120
1	1	1	2821360
0.707799	1	0.952411	2687090
0.707799	1	0.952411	2687090
0.837331	1	0.985987	2781830
0.542092	1	0.874026	2465940
0.350954	1	0.718437	2026970
0.399282	1	0.765857	2160760
0.999781	1	1	2821360
1	0.487805	0.837971	2364220
0.999265	1	1	2821360
0.577931	1	0.894811	2524590
1	0.479675	0.832066	2347560
0.999045	0.467391	0.822544	2320690
0.774608	0.454023	0.719208	2029140
0.998281	1	0.999999	2821360
0.908657	0.472727	0.792525	2236000
0.319973	1	0.684588	1931470
0.197681	1	0.518141	1461860
0.999715	0.446429	0.80636	2275030
0.999948	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	0.480874	0.832946	2350040
0.999935	0.488636	0.838544	2365840
1	1	1	2821360
1	1	1	2821360
0.999934	0.491429	0.840536	2371450
0.538183	0.457317	0.591165	1667890
0.304894	0.457317	0.414141	1168440
0.32979	0.449102	0.430969	1215920
0.258517	0.397516	0.336586	949630
0.999912	0.397351	0.764048	2155650
0.384671	1	0.752173	2122150
0.475497	0.444444	0.539811	1523000
0.999754	0.497238	0.844566	2382830
0.90702	0.470238	0.789952	2228740
1.21053e-10	6.31809e-05	2.5625e-13	7.22973e-07
6.72644e-11	0.000309643	6.76959e-13	1.90995e-06
3.44478e-10	6.79778e-05	7.58362e-13	2.13961e-06
1.90129e-09	6.79778e-05	3.96487e-12	1.11863e-05
0.999642	0.426667	0.789951	2228740
0.999899	1	1	2821360
1	1	1	2821360
0.49262	1	0.841404	2373900
0.999772	0.473404	0.827338	2334220
0.365763	1	0.733636	2069850
1	0.484848	0.835839	2358200
0.259134	0.484536	0.386093	1089310
1	0.229868	0.567832	1602060
1	0.217768	0.549717	1550950
1	1	1	2821360
0.435987	0.446927	0.51354	1448880
0.999754	1	1	2821360
1	0.489933	0.839494	2368510
0.972361	0.447205	0.796969	2248540
1	1	1	2821360
0.999447	1	1	2821360
0.788349	1	0.97583	2753170
0.662378	0.468421	0.673385	1899860
0.988644	0.487437	0.833697	2352160
1	0.39726	0.763997	2155510
1	1.91445e-16	7.1202e-15	2.00887e-08
0.999395	1	1	2821360
1	0.452381	0.811223	2288750
0.995104	1	0.999988	2821330
0.998061	0.459627	0.81622	2302850
0.98831	0.458599	0.811902	2290670
1	0.510793	0.853939	2409270
0.99993	1	1	2821360
0.726276	0.501181	0.731855	2064830
1	0.4375	0.799172	2254750
0.933314	1	0.997725	2814940
1	0.446043	0.806151	2274440
0.49687	1	0.844395	2382340
1	1	1	2821360
0.419767	1	0.784148	2212360
0.400948	1	0.767384	2165070
1	0.451429	0.810467	2286620
1	1	1	2821360
0.981096	1	0.99982	2820850
0.99994	1	1	2821360
0.64064	1	0.925909	2612320
0.992053	1	0.999968	2821270
0.967101	0.621	0.906786	2558370
0.958555	1	0.999129	2818900
0.999902	1	1	2821360
1	1.03054e-16	3.8966e-15	1.09937e-08
1	9.29997e-14	2.88356e-12	8.13558e-06
1	0.43956	0.80087	2259540
0.99431	0.372781	0.738529	2083660
0.655688	1	0.932434	2630730
1	1	1	2821360
0.999934	1	1	2821360
1	0.240066	0.582602	1643730
0.999916	1	1	2821360
0.673975	0.33608	0.562869	1588060
0.999922	0.453416	0.812016	2290990
1	1	1	2821360
0.672801	0.4875	0.693625	1956970
0.980732	0.480874	0.826073	2330650
0.967763	1	0.999475	2819880
1	0.465116	0.821148	2316750
1	0.471338	0.825869	2330070
0.999926	1	1	2821360
1	1	1	2821360
0.991862	0.49946	0.843361	2379430
0.998625	1	0.999999	2821360
0.999435	0.47486	0.828305	2336950
0.999701	1	1	2821360
0.439175	5.93948e-10	6.01698e-09	0.0169761
1	1.93802e-24	1.07755e-22	3.04015e-16
1	0.240714	0.583525	1646340
1	0.458904	0.816351	2303220
0.998781	0.42623	0.789265	2226800
0.583767	1	0.897981	2533530
0.628674	0.209944	0.399267	1126480
1.35999e-12	0.165628	6.78498e-12	1.91429e-05
2.74431e-13	0.0656361	5.8807e-13	1.65916e-06
7.12766e-16	0.246213	6.54216e-15	1.84578e-08
1.72325e-14	0.333935	1.94438e-13	5.48581e-07
0.999817	0.206603	0.532347	1501940
0.930464	0.50953	0.827938	2335910
0.993358	0.509836	0.851003	2400990
0.999114	1	1	2821360
1	1	1	2821360
0.846495	0.472603	0.766567	2162760
0.941891	0.468966	0.802636	2264520
0.998877	0.498759	0.845322	2384960
0.998414	0.47191	0.825736	2329700
0.997792	1	0.999998	2821350
1	1	1	2821360
0.968311	1	0.999493	2819930
1	0.489011	0.838835	2366660
0.999917	0.474359	0.828102	2336380
0.998938	1	0.999999	2821360
1	1	1	2821360
0.954668	1	0.998957	2818420
0.999924	0.460123	0.817271	2305820
0.305765	0.471698	0.423507	1194870
0.990857	0.0388324	0.163825	462208
0.953334	0.0817276	0.276761	780844
0.964138	0.496042	0.83102	2344610
0.889393	0.114425	0.334317	943228
0.990244	0.215893	0.543611	1533720
0.0152081	1	0.0788681	222515
3.78538e-07	0.71033	4.33687e-06	12.2359
1.23023e-06	0.71033	1.30646e-05	36.86
3.9905e-06	0.1657	1.00699e-05	28.4109
0.492307	0.676682	0.699319	1973030
0.695885	0.779367	0.874183	2466390
0.971523	0.0570704	0.215813	608885
0.0159813	0.0139642	0.00209945	5923.32
0.743467	0.0250512	0.092812	261856
0.906589	0.0113276	0.0572893	161634
0.523673	1	0.862431	2433230
0.832373	0.613677	0.853949	2409300
0.00347346	0.187333	0.00542513	15306.2
0.0553681	0.409006	0.108423	305902
0.932613	0.411712	0.751501	2120260
0.494243	0.596983	0.655197	1848550
0.0600254	0.212184	0.0683092	192725
0.604402	0.864527	0.861685	2431120
0.883097	0.864527	0.969514	2735350
0.0155755	0.725109	0.0619303	174728
0.69397	0.574581	0.765362	2159360
0.200577	0.367575	0.265962	750374
0.590521	0.340115	0.523246	1476270
0.978515	0.282399	0.631737	1782360
0.557979	0.400253	0.558129	1574680
0.796479	0.119275	0.318619	898938
0.998604	1	0.999999	2821360
0.120053	0.0505395	0.0370406	104505
0.996126	1	0.999992	2821340
0.999379	1	1	2821360
1	1	1	2821360
0.999951	0.487685	0.837867	2363930
0.325442	0.441558	0.422485	1191980
0.457387	0.469136	0.544829	1537160
0.850522	0.20905	0.48488	1368020
0.999925	1	1	2821360
0.930971	0.457143	0.78916	2226500
0.290712	1	0.649863	1833500
0.990533	0.4	0.763028	2152780
0.549141	0.242018	0.401117	1131700
0.144511	0.245714	0.154035	434588
1	1	1	2821360
0.588517	0.486842	0.644648	1818790
0.429045	0.484848	0.534639	1508410
0.994289	1	0.999984	2821310
0.660128	1	0.934293	2635980
0.380921	1	0.748572	2111990
0.964171	1	0.99935	2819530
0.967481	1	0.999465	2819850
0.783833	1	0.974743	2750100
0.921607	1	0.996844	2812460
0.999947	0.482051	0.833788	2352420
1	1	1	2821360
0.477178	1	0.830225	2342370
0.995946	0.483146	0.833175	2350690
0.992361	1	0.999971	2821280
0.720684	1	0.956747	2699330
0.357031	0.397351	0.418913	1181910
0.999162	0.489796	0.839103	2367410
0.795133	0.425	0.704558	1987810
1	1	1	2821360
1	0.446237	0.806308	2274880
0.999924	1	1	2821360
0.405373	1	0.771403	2176410
1	0.442308	0.80312	2265890
1	1	1	2821360
1	0.447368	0.807219	2277460
1	1	1	2821360
0.429401	1	0.792401	2235650
0.801773	0.482558	0.754298	2128150
0.31748	0.409989	0.395562	1116020
0.47711	0.328927	0.447566	1262740
0.00600036	0.328853	0.0142627	40240.3
1	1	1	2821360
0.8128	0.847795	0.945695	2668150
0.900245	0.847031	0.969264	2734640
0.932632	0.147455	0.41036	1157770
0.171915	0.848177	0.426568	1203500
0.987757	0.849683	0.986331	2782800
1	0.849683	0.98809	2787760
0.462822	0.738274	0.708614	1999260
0.25477	1	0.60314	1701680
1	1	1	2821360
0.808958	1	0.980464	2766240
1	1	1	2821360
0.659482	1	0.934025	2635220
1	1	1	2821360
0.999777	0.484211	0.835299	2356680
1	0.453488	0.8121	2291230
0.995708	1	0.999991	2821330
1	0.486772	0.837228	2362120
0.651521	1	0.930662	2625730
0.812149	1	0.981134	2768130
1	1	1	2821360
0.965463	1	0.999397	2819660
0.257008	0.494253	0.389129	1097870
0.629372	0.485549	0.667872	1884310
0.999319	0.490798	0.839872	2369580
0.999917	1	1	2821360
0.999936	1	1	2821360
1	1	1	2821360
1	0.438202	0.799752	2256390
0.316516	0.47561	0.435588	1228950
0.999894	1	1	2821360
0.982143	0.452703	0.804999	2271190
0.210055	0.471698	0.328142	925807
0.999734	1	1	2821360
1	0.246244	0.591338	1668380
0.999689	1	1	2821360
0.999906	1	1	2821360
1	0.485549	0.836346	2359630
1	0.473333	0.827366	2334300
0.999858	0.245562	0.590333	1665540
1	1	1	2821360
0.647265	0.0257693	0.0849586	239699
0.0300305	0.043183	0.00991779	27981.7
1	0.493976	0.842362	2376610
0.99849	1	0.999999	2821360
1	1	1	2821360
1	0.0706813	0.257957	727789
0.803648	0.104327	0.291671	822910
0.375679	0.106973	0.169358	477821
0.97106	0.0564234	0.213915	603532
0.0395634	0.0719064	0.0195221	55079
0.963461	0.030221	0.132086	372663
0.999025	0.057707	0.222149	626762
0.99993	1	1	2821360
1	0.427536	0.790821	2231190
5.81766e-09	0.412846	5.00705e-08	0.141267
9.9744e-07	1	1.47801e-05	41.7001
6.87088e-14	1	2.1512e-12	6.0693e-06
1.25277e-06	1	1.82782e-05	51.5693
0.515192	0.481481	0.59387	1675520
0.959666	1	0.999175	2819030
0.975224	1	0.999691	2820490
0.756871	1	0.967707	2730250
0.233956	1	0.573806	1618910
0.993273	1	0.999977	2821300
0.999933	0.421965	0.786026	2217660
0.00189759	0.12985	0.00229364	6471.18
0.0160166	0.0627197	0.00793921	22399.4
0.00803668	0.0868153	0.00576844	16274.9
0.966656	0.312601	0.663806	1872840
0.851903	0.282902	0.58394	1647500
0.963427	0.345492	0.699013	1972170
0.993367	0.281267	0.635668	1793450
0.874617	0.315998	0.631795	1782520
3.42799e-07	0.894343	4.9046e-06	13.8376
0.00663273	0.567998	0.0247945	69954.3
0.537435	0.467359	0.5982	1687740
0.407288	0.305389	0.383643	1082390
0.965996	0.304748	0.654378	1846240
0.427411	0.85259	0.732269	2066000
0.911707	1	0.995982	2810020
0.681228	1	0.942723	2659760
0.640419	0.0380999	0.115001	324459
8.13682e-05	0.832693	0.000718174	2026.23
0.883737	0.153451	0.406556	1147040
0.333905	0.65606	0.551685	1556500
0.997882	0.141536	0.417682	1178430
0.0394532	0.542494	0.103682	292523
0.457042	0.871447	0.764944	2158180
0.985251	0.848317	0.985715	2781060
0.678495	1	0.941668	2656790
0.998832	0.840486	0.98637	2782910
1	0.613465	0.913224	2576530
0.994611	1	0.999985	2821320
0.705497	0.109928	0.275843	778253
0.91287	0.643877	0.900126	2539580
0.331406	0.727737	0.584184	1648190
0.982691	0.860505	0.987416	2785860
0.939662	0.701562	0.93392	2634930
0.849838	0.608836	0.858343	2421700
0.658417	0.810711	0.868875	2451410
0.984102	1	0.999873	2821000
1	0.425933	0.789455	2227340
0.430054	0.839449	0.728823	2056270
0.724292	0.494128	0.725636	2047280
0.7613	0.490909	0.741562	2092220
0.978023	1	0.999757	2820670
0.00319331	0.0274215	0.000905699	2555.3
0.0156549	0.380483	0.0364728	102903
0.0995811	0.382467	0.162549	458610
0.877879	0.234613	0.531395	1499260
0.330753	0.547473	0.49051	1383900
0.996277	0.647835	0.928021	2618280
0.178983	0.530665	0.318571	898805
0.947553	0.819506	0.972929	2744980
0.861522	0.685037	0.901395	2543160
1	0.209704	0.537274	1515840
0.0175959	0.259226	0.0291474	82235.4
0.958901	0.298846	0.64471	1818960
0.952284	0.278024	0.616605	1739670
0.11005	0.335912	0.158875	448243
0.00168381	1	0.0124378	35091.6
0.676294	1	0.940811	2654370
0.424107	0.74487	0.679926	1918320
0.647834	0.520397	0.703688	1985360
0.446912	0.744212	0.698727	1971360
0.946537	0.50962	0.834042	2353130
0.470553	0.776066	0.73305	2068200
0.104823	0.565304	0.226709	639628
0.70974	1	0.953079	2688980
0.892365	0.796576	0.953454	2690040
1	1	1	2821360
0.699673	1	0.949556	2679040
0.999375	1	1	2821360
0.712495	0.730642	0.86042	2427550
0.152067	0.730642	0.355238	1002250
0.152067	0.730642	0.355238	1002250
0.288748	0.730642	0.53925	1521420
0.40695	0.730642	0.657971	1856370
0.542658	0.730642	0.763284	2153500
1	1	1	2821360
0.982157	1	0.99984	2820910
1	1	1	2821360
0.775716	1	0.972724	2744400
0.67032	1	0.938448	2647700
0.98895	1	0.999939	2821190
0.921225	1	0.996812	2812370
1	1	1	2821360
0.914947	1	0.996276	2810850
0.979979	0.269295	0.615468	1736460
0.926156	0.27506	0.603112	1701600
0.864993	0.270093	0.57333	1617570
0.96433	0.263148	0.60176	1697780
0.83445	0.26664	0.556876	1571150
0.998548	0.263148	0.613951	1732180
1	0.403804	0.769984	2172400
0.968685	1	0.999504	2819960
0.997305	0.501466	0.846653	2388710
0.880814	0.680706	0.906278	2556940
0.494598	0.719744	0.723669	2041730
0.675646	0.608344	0.776468	2190700
0.196753	1	0.516635	1457610
0.00948569	1	0.0536698	151422
0.0205001	1	0.100191	282674
0.149956	1	0.434484	1225840
0.175889	1	0.481566	1358670
0.238071	0.51283	0.378844	1068860
1	0.32684	0.69234	1953340
1	0.506135	0.850789	2400380
1	0.498723	0.845687	2385990
1	0.652376	0.931028	2626770
0.985445	0.562302	0.881257	2486340
0.0943086	1	0.316989	894339
0.661845	1	0.935004	2637980
1	0.753514	0.966764	2727590
1	0.753514	0.966764	2727590
1	0.753514	0.966764	2727590
1	0.753514	0.966764	2727590
1	0.11434	0.362295	1022170
0.977678	0.514969	0.848969	2395250
0.367808	0.897237	0.695871	1963300
0.000111697	0.583038	0.000692866	1954.83
0.308585	0.371267	0.362788	1023560
0.282968	0.338745	0.320625	904597
0.570591	0.749797	0.791068	2231890
0.706816	0.674523	0.829919	2341500
0.95153	0.672431	0.925552	2611320
0.962154	0.131305	0.387701	1093840
0.0164808	0.729375	0.0651657	183856
0.948045	0.291293	0.631514	1781730
0.0924229	0.219244	0.0992684	280072
0.558832	0.373252	0.535523	1510900
0.964748	0.365912	0.720588	2033040
0.11521	0.870242	0.330859	933473
0.997768	0.333366	0.698756	1971440
0.282394	0.562461	0.451074	1272640
0.40301	0.697177	0.637663	1799080
0.205137	0.398967	0.286692	808861
0.980402	0.746792	0.960414	2709680
0.54482	0.741077	0.769938	2172270
0.0908908	0.399339	0.156656	441983
0.733604	0.827998	0.910241	2568120
1	0.756926	0.967722	2730290
0.928843	0.734732	0.943191	2661080
0.535801	0.606932	0.690496	1948140
0.124507	0.559491	0.255245	720139
0.00396078	0.901463	0.0236904	66839.3
0.223595	0.0571034	0.068447	193114
0.135984	0.151471	0.100569	283743
0.898588	0.391754	0.719558	2030130
0.00164819	0.594027	0.00776295	21902.1
0.922698	0.328382	0.664786	1875600
0.808304	0.224241	0.490811	1384750
0.952679	0.858509	0.982307	2771440
1	0.645686	0.928136	2618610
0.88563	0.580578	0.856202	2415650
0.940793	0.194226	0.493319	1391830
0.485698	0.748639	0.731467	2063730
1	1	1	2821360
0.452191	0.632867	0.644226	1817590
1	1	1	2821360
0.897483	0.715209	0.926464	2613890
0.872995	0.724363	0.922171	2601780
0.592156	0.384685	0.564772	1593430
0.342094	0.698635	0.581077	1639430
0.49448	0.441264	0.550369	1552790
0.647219	0.158568	0.336276	948757
0.394	0.209649	0.288588	814210
0.101806	1	0.334401	943467
0.865207	1	0.990477	2794490
0.261406	0.108428	0.129342	364920
0.264669	0.0753086	0.0979736	276419
0.0538995	0.290743	0.0807983	227961
0.903546	0.787263	0.953622	2690510
0.878363	0.107504	0.317269	895130
0.952232	1	0.99884	2818090
0.999803	0.511519	0.854358	2410450
1	0.620829	0.916778	2586560
1	0.636751	0.924166	2607400
0.77551	0.421602	0.69247	1953710
1	0.732017	0.960371	2709550
0.00848159	0.909078	0.0452231	127591
0.48019	0.908258	0.798042	2251570
0.627289	0.907062	0.889839	2510560
0.0843713	0.094299	0.0464146	130952
0.276833	0.0725713	0.0985929	278166
0.003795	0.723588	0.018941	53439.3
1	0.545397	0.876039	2471620
0.748078	0.897134	0.93877	2648610
0.865101	1	0.990462	2794450
0.651483	0.69571	0.811907	2290680
0.999909	0.489933	0.839462	2368420
1	1	1	2821360
0.977435	1	0.999743	2820640
0.94113	1	0.998232	2816370
0.939231	0.477124	0.807831	2279180
0.497593	0.425532	0.540447	1524800
0.999725	0.48538	0.836127	2359020
0.94626	1	0.998529	2817210
1	0.19454	0.513025	1447430
0.372851	0.486667	0.491151	1385710
0.999918	1	1	2821360
1	0.509006	0.852736	2405870
1	1	1	2821360
1	0.474684	0.828374	2337140
1	0.491429	0.840558	2371520
0.999669	0.480769	0.832753	2349500
1	1	1	2821360
1	0.494118	0.842462	2376890
1	1	1	2821360
0.999921	0.49375	0.842175	2376080
1	1	1	2821360
1	0.443114	0.803777	2267740
1	1	1	2821360
1	1	1	2821360
1	0.501721	0.847763	2391850
1	0.245455	0.590231	1665250
1	0.492188	0.841097	2373040
1	1	1	2821360
1	1	1	2821360
1	0.420732	0.784984	2214720
0.571958	0.479042	0.628717	1773840
0.953765	0.490798	0.823427	2323180
0.729387	1	0.959546	2707220
1	0.496855	0.844384	2382310
1	1	1	2821360
0.582718	0.487952	0.64192	1811090
0.571109	1	0.89103	2513920
0.999908	0.445946	0.80604	2274130
0.998123	0.473282	0.826662	2332310
1	1	1	2821360
0.938146	1	0.998046	2815850
0.441041	1	0.802085	2262970
1	0.497176	0.844608	2382950
0.562904	1	0.886375	2500780
0.999195	1	1	2821360
1	0.492857	0.841571	2374380
0.999894	1	1	2821360
1	1	1	2821360
1	1	1	2821360
1	1	1	2821360
0.960332	1	0.999203	2819110
1	0.490066	0.839589	2368780
0.999711	0.491018	0.840166	2370410
0.641206	1	0.926161	2613030
1	1	1	2821360
0.99674	1	0.999995	2821350
1	0.507834	0.851943	2403640
0.730137	1	0.959782	2707890
0.175689	0.403846	0.258671	729806
1	0.435583	0.797583	2250270
0.507857	0.419753	0.542666	1531060
0.378789	0.139263	0.207954	586714
1	1	1	2821360
0.0112618	0.222714	0.0175275	49451.5
1	0.475177	0.828741	2338180
1	0.449367	0.808823	2281980
0.748075	0.449367	0.702631	1982380
0.775601	0.153581	0.372557	1051120
0.134919	0.131161	0.0890895	251354
0.924939	0.526421	0.837326	2362400
1.4475e-05	0.0229778	5.29381e-06	14.9358
0.20485	0.879608	0.488986	1379610
0.0558443	0.880288	0.19726	556542
0.304234	1	0.66626	1879760
0.111209	1	0.355463	1002890
0.232472	0.650503	0.436885	1232610
0.899397	1	0.994761	2806580
1	0.258386	0.60806	1715560
0.790173	0.177297	0.415443	1172120
0.00367329	0.0205759	0.000792872	2236.98
0.0552574	0.00724671	0.00353302	9967.92
4.32371e-06	0.00158007	1.3528e-07	0.381674
0.529578	0.48	0.602357	1699470
0.406204	0.48	0.513741	1449450
1	1	1	2821360
0.433852	1	0.796141	2246200
1	1	1	2821360
1	0.486842	0.837279	2362270
1	0.464516	0.820688	2315460
0.999912	1	1	2821360
0.562037	1	0.885876	2499370
0.291885	1	0.651311	1837580
0.72435	1	0.957939	2702690
0.954148	1	0.998932	2818350
0.998697	1	0.999999	2821360
0.885298	1	0.993155	2802050
0.927092	1	0.997275	2813670
0.986294	1	0.999906	2821090
0.552263	1	0.880159	2483250
1	0.431655	0.7943	2241010
1	1	1	2821360
0.823686	1	0.983453	2774680
1	1	1	2821360
0.995907	1	0.999992	2821340
1	1	1	2821360
0.860938	1	0.989849	2792720
0.931102	1	0.99757	2814510
1	1	1	2821360
0.999929	1	1	2821360
1	1	1	2821360
1	0.359375	0.727155	2051570
1	0.42953	0.79251	2235960
1	0.468531	0.82375	2324090
1	1	1	2821360
1	0.480315	0.832536	2348890
0.991324	0.486842	0.83422	2353640
0.714997	1	0.954862	2694010
0.840052	0.485294	0.773473	2182250
0.814808	0.471014	0.751327	2119760
1	0.463768	0.820114	2313840
0.983919	0.461538	0.812597	2292630
0.998085	0.462963	0.818811	2310160
0.753435	1	0.966742	2727530
0.575503	1	0.893474	2520810
0.928959	0.45679	0.788092	2223490
0.999907	1	1	2821360
0.939996	0.448052	0.785361	2215790
0.921508	1	0.996836	2812430
0.98372	0.458333	0.810024	2285370
0.99981	0.49693	0.84437	2382270
0.978837	3.47788e-11	8.54589e-10	0.0024111
1	3.55119e-09	7.26431e-08	0.204952
1	1	1	2821360
1	1	1	2821360
0.991548	1	0.999964	2821260
0.998643	1	0.999999	2821360
1	1	1	2821360
0.999564	1	1	2821360
0.570283	1	0.890567	2512610
0.765218	1	0.969986	2736680
0.998469	1	0.999999	2821360
1	0.491018	0.840267	2370700
1	0.481752	0.833588	2351850
0.999571	1	1	2821360
0.970582	1	0.999563	2820130
0.982379	1	0.999844	2820920
1	1	1	2821360
0.997497	1	0.999997	2821350
1	0.234557	0.574678	1621370
1	0.480315	0.832536	2348890
